League,Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER
2005-2006 NBA NBA Summer League Stats,Ronnie Price,SAC,.503,.500,142.9,2.9,5.6,4.3,11.3,15.5,0.7,-,15.0,-,1.0,102.8,100.5,2.4,8.0,10.4
2005-2006 NBA NBA Summer League Stats,Shaun Livingston,LAC,.376,.250,125.0,3.7,17.8,10.1,25.0,17.7,2.1,-,21.6,-2.7,0.9,75.6,96.1,-20.5,2.4,9.9
2005-2006 NBA NBA Summer League Stats,Marcus Campbell,SAC,.363,.333,83.3,22.2,41.0,32.0,-,22.5,-,4.2,24.4,-11.7,0.8,75.3,82.8,-7.4,3.3,9.8
2005-2006 NBA NBA Summer League Stats,Brandon Bass,NOP,.445,.429,88.3,10.3,15.1,12.6,-,16.2,-,1.0,18.2,-6.6,1.1,87.5,104.6,-17.1,8.4,9.7
2005-2006 NBA NBA Summer League Stats,Kris Lang,POR,.525,.500,112.5,11.0,10.2,10.6,10.1,28.9,1.1,1.6,13.5,-4.6,1.2,92.0,95.3,-3.2,17.8,9.6
2005-2006 NBA NBA Summer League Stats,Ha Seung-Jin,POR,.723,.700,145.0,7.5,16.4,12.2,-,29.8,-,3.2,11.2,-7.0,1.7,104.5,95.7,8.7,7.0,9.2
2005-2006 NBA NBA Summer League Stats,Matt Lottich,NJN,.429,.429,95.2,4.0,9.4,6.5,6.8,-,-,2.9,11.7,2.5,0.9,112.3,111.6,0.6,2.8,8.9
2005-2006 NBA NBA Summer League Stats,Luke Schenscher,DEN,.540,.500,150.0,12.0,12.7,12.3,3.8,30.2,-,1.8,19.9,-11.5,1.2,87.1,103.3,-16.2,4.5,8.6
2005-2006 NBA NBA Summer League Stats,Junior Harrington,DET,.451,.354,152.1,1.1,8.5,4.8,9.3,22.5,3.4,-,15.2,-3.5,1.2,81.5,96.8,-15.3,8.0,8.3
2005-2006 NBA NBA Summer League Stats,Sharrod Ford,NJN,.470,.467,89.5,5.4,11.5,8.3,5.9,21.7,-,2.3,15.7,-5.4,1.1,84.5,111.0,-26.5,5.6,8.2
2005-2006 NBA NBA Summer League Stats,Lionel Chalmers,LAC,.348,.226,112.1,-,13.0,6.2,14.8,14.8,2.0,-,21.0,-1.2,0.9,74.3,96.6,-22.3,8.5,8.1
2005-2006 NBA NBA Summer League Stats,Ed Cota,WAS,.350,.350,55.0,2.1,8.4,5.2,19.1,16.7,0.9,-,8.9,5.6,0.7,100.0,112.6,-12.6,8.5,8.1
2005-2006 NBA NBA Summer League Stats,Nedzad Sinanovic,POR,.483,.476,97.6,11.0,24.4,18.0,-,23.5,-,3.5,12.6,-6.3,1.0,87.3,90.4,-3.1,14.8,8.1
2005-2006 NBA NBA Summer League Stats,Jelani McCoy,NJN,.591,.619,99.4,3.8,12.7,8.0,9.0,32.9,0.6,1.7,17.8,-9.9,1.4,84.3,111.1,-26.8,2.5,8.0
2005-2006 NBA NBA Summer League Stats,Gerald Green,BOS,.459,.447,147.6,2.2,6.2,4.3,3.2,18.7,1.4,-,24.2,-9.0,1.0,85.7,93.2,-7.6,-3.8,7.9
2005-2006 NBA NBA Summer League Stats,Cookie Belcher,SAC,.340,.200,120.0,-,-,-,18.9,-,-,3.3,11.8,8.8,0.8,106.0,102.1,4.0,1.5,7.8
2005-2006 NBA NBA Summer League Stats,Bryant Matthews,DET,.356,.250,79.5,13.7,26.7,19.8,-,19.2,1.5,-,27.3,-11.2,1.0,71.1,98.7,-27.6,2.6,7.6
2005-2006 NBA NBA Summer League Stats,Timmy Bowers,PHX,.400,.333,108.3,-,13.0,6.9,15.9,22.5,1.2,1.9,20.5,-4.7,0.9,72.1,98.4,-26.3,2.5,7.6
2005-2006 NBA NBA Summer League Stats,Dalron Johnson,POR,.167,.167,16.7,17.3,26.5,21.8,7.1,14.3,4.1,-,12.5,-1.3,0.3,62.8,82.7,-19.9,5.0,7.4
2005-2006 NBA NBA Summer League Stats,Jamison Brewer,DAL,.500,.500,50.0,-,32.5,17.0,-,33.3,-,-,5.3,-4.0,1.0,70.4,81.3,-10.9,4.3,7.3
2005-2006 NBA NBA Summer League Stats,Jarred Merrill,NOP,.500,.500,50.0,8.6,10.1,9.3,-,-,-,-,7.0,-,1.0,123.3,109.0,14.3,2.0,7.2
2005-2006 NBA NBA Summer League Stats,Ricky Paulding,DET,.451,.333,108.3,4.7,7.9,6.3,8.0,27.9,1.9,1.0,18.2,-7.5,1.2,77.1,99.6,-22.5,4.3,7.2
2005-2006 NBA NBA Summer League Stats,Dijon Thompson,PHX,.444,.407,118.6,3.4,8.6,6.0,3.9,15.4,0.3,-,17.1,-4.3,1.0,84.1,104.3,-20.2,6.6,7.0
2005-2006 NBA NBA Summer League Stats,Garrett Tien,SAC,.000,.000,0.0,-,30.8,16.0,-,-,-,-,-,-,0.0,-,90.7,-,0.8,7.0
2005-2006 NBA NBA Summer League Stats,Kresimir Loncar,CLE,.587,.545,121.2,9.2,28.3,18.6,6.5,42.3,1.1,1.6,21.6,-17.4,1.5,75.5,83.7,-8.2,3.5,7.0
2005-2006 NBA NBA Summer League Stats,Damir Miljkovic,GSW,.482,.500,77.6,3.4,5.1,4.2,9.0,25.1,1.3,-,18.6,-6.8,1.0,84.2,108.4,-24.2,2.8,7.0
2005-2006 NBA NBA Summer League Stats,Kendrick Perkins,BOS,.428,.370,98.6,9.3,17.3,13.4,2.6,23.4,-,4.8,14.9,-6.8,1.0,82.5,89.3,-6.8,8.9,6.6
2005-2006 NBA NBA Summer League Stats,Carlos Delfino,DET,.464,.400,123.3,5.6,14.1,9.7,13.1,41.4,3.7,1.0,20.8,-13.8,1.1,65.3,96.3,-31.0,5.5,6.5
2005-2006 NBA NBA Summer League Stats,Joe Dabbert,DEN,.429,.429,42.9,22.4,9.5,15.4,-,30.0,3.8,-,33.9,-21.6,0.9,71.1,94.6,-23.4,-0.5,6.4
2005-2006 NBA NBA Summer League Stats,Jason Ellis,DEN,.609,.545,154.5,5.1,7.2,6.1,1.9,24.5,0.6,1.0,9.2,-4.1,1.4,103.6,103.7,0.0,2.6,6.3
2005-2006 NBA NBA Summer League Stats,Jared Homan,SAC,.363,.333,83.3,13.2,16.5,14.9,2.8,22.5,0.9,5.3,21.5,-9.3,0.8,73.4,94.7,-21.3,3.3,6.3
2005-2006 NBA NBA Summer League Stats,Pavel Podkolzin,DAL,.569,.500,119.2,6.4,20.6,13.8,-,38.7,-,3.0,21.7,-18.8,1.5,73.3,89.9,-16.6,4.1,6.2
2005-2006 NBA NBA Summer League Stats,Rich Melzer,ORL,.391,.375,113.2,0.9,8.7,5.0,6.2,14.2,1.6,-,16.9,-2.7,0.8,78.2,103.8,-25.5,4.6,6.1
2005-2006 NBA NBA Summer League Stats,Paul Marigney,GSW,.512,.375,175.0,2.6,17.7,10.3,5.5,17.0,1.0,1.4,5.1,0.6,1.3,115.1,104.6,10.4,5.0,5.8
2005-2006 NBA NBA Summer League Stats,Rodney Billups,DET,.412,.357,110.7,-,14.0,6.9,25.5,30.8,0.8,-,16.2,-0.5,0.9,75.5,100.6,-25.1,3.3,5.8
2005-2006 NBA NBA Summer League Stats,Guy Muya,GSW,.000,.000,0.0,7.3,14.9,11.1,20.8,66.7,1.5,-,3.9,3.7,0.0,81.4,103.3,-21.9,5.8,5.5
2005-2006 NBA NBA Summer League Stats,Jason Klotz,ORL,.467,.467,46.7,8.3,15.2,11.9,5.5,31.8,-,2.7,16.5,-9.3,0.9,75.3,102.8,-27.4,3.8,5.4
2005-2006 NBA NBA Summer League Stats,Cliff Hawkins,NJN,.520,.500,142.1,1.2,8.0,4.4,11.7,30.2,1.1,-,15.3,-6.0,1.2,81.8,112.5,-30.7,0.4,5.3
2005-2006 NBA NBA Summer League Stats,Mindaugas Katelynas,PHX,.441,.444,99.1,5.0,12.9,8.9,1.9,19.8,0.5,-,15.4,-5.8,0.9,78.5,102.7,-24.2,2.1,4.8
2005-2006 NBA NBA Summer League Stats,Bruno Sundov,NYK,.455,.448,94.8,5.1,8.1,6.6,5.5,26.3,1.1,-,19.1,-9.2,1.0,79.2,103.5,-24.2,-3.3,4.5
2005-2006 NBA NBA Summer League Stats,Martynas Andriuskevicius,CLE,.455,.444,94.4,19.8,5.6,12.1,3.4,41.5,-,6.9,17.6,-14.6,1.0,71.0,91.0,-19.9,1.5,4.1
2005-2006 NBA NBA Summer League Stats,Sean Banks,NOP,.436,.406,125.0,6.8,10.4,8.5,-,26.8,-,-,22.1,-13.2,1.0,71.7,106.7,-35.0,-1.0,3.6
2005-2006 NBA NBA Summer League Stats,Marcus Haislip,DEN,.397,.333,100.0,9.8,15.1,12.4,-,25.4,1.3,-,13.5,-7.5,0.9,76.2,99.1,-22.9,0.8,3.5
2005-2006 NBA NBA Summer League Stats,Filiberto Rivera,DAL,.347,.300,122.1,1.5,8.0,5.0,23.2,28.1,1.2,-,16.6,-1.9,0.8,71.2,93.6,-22.5,1.9,2.7
2005-2006 NBA NBA Summer League Stats,Ronald Ross,GSW,.000,.000,0.0,-,28.6,14.5,-,-,-,-,-,-,0.0,-,112.2,-,0.3,2.1
2005-2006 NBA NBA Summer League Stats,Marc Salyers,NOP,.615,.500,150.0,5.0,18.1,11.0,-,29.1,-,3.4,6.9,-4.5,1.5,98.2,100.7,-2.5,-0.6,2.0
2005-2006 NBA NBA Summer League Stats,Ellis Myles,NJN,.327,.250,70.5,12.8,16.3,14.3,4.5,19.2,-,-,22.7,-8.4,0.9,69.0,112.0,-43.0,-1.9,1.9
2005-2006 NBA NBA Summer League Stats,Maurice Baker,NJN,1.000,1.000,100.0,-,27.5,13.5,-,80.0,4.3,-,9.7,-16.2,2.0,33.1,100.7,-67.7,0.5,1.8
2005-2006 NBA NBA Summer League Stats,Thomas Kelati,LAC,.235,.179,128.6,3.4,13.1,8.0,2.4,-,1.5,-,9.6,0.9,0.5,66.6,97.2,-30.6,-0.5,1.3
2005-2006 NBA NBA Summer League Stats,Will Bynum,BOS,.295,.263,76.3,0.9,11.0,6.1,18.0,28.6,1.9,-,18.3,-4.4,0.7,60.6,90.5,-29.9,-2.5,0.8
2005-2006 NBA NBA Summer League Stats,Noel Felix,NJN,.282,.250,75.0,9.5,14.3,11.8,-,25.3,2.2,2.1,14.7,-8.1,0.6,56.8,107.1,-50.3,-1.5,0.8
2005-2006 NBA NBA Summer League Stats,Victor Muzadi,DAL,.396,.300,96.7,3.0,11.0,7.2,-,24.0,-,3.7,17.5,-9.4,1.0,69.5,92.7,-23.2,-2.8,0.7
2005-2006 NBA NBA Summer League Stats,Dawid Przybyszewski,CHI,.333,.333,33.3,6.7,14.2,10.4,-,14.3,-,-,17.0,-5.5,0.7,72.7,105.8,-33.1,-2.0,0.6
2005-2006 NBA NBA Summer League Stats,Dexter Lyons,ORL,.393,.344,121.7,-,5.6,2.9,5.6,23.9,0.7,-,14.0,-4.8,0.9,69.1,106.9,-37.8,-5.6,0.5
2005-2006 NBA NBA Summer League Stats,Christian Drejer,NJN,.269,.205,112.5,2.7,15.4,8.7,2.1,14.2,0.6,1.8,15.0,-3.9,0.6,58.5,110.4,-51.9,-1.9,0.3
2005-2006 NBA NBA Summer League Stats,Andreas Glyniadakis,DET,.000,.000,0.0,-,-,-,-,-,-,-,-,-,0.0,-,100.4,-,-,-
2005-2006 NBA NBA Summer League Stats,Tony Bland,SAC,.000,.000,0.0,-,-,-,-,-,-,-,-,-,0.0,-,114.4,-,-,-
2005-2006 NBA NBA Summer League Stats,Lamar Rice,NYK,.375,.375,37.5,4.7,3.9,4.3,-,27.3,-,-,18.6,-11.4,0.8,66.7,106.6,-39.9,-2.3,-0.2
2005-2006 NBA NBA Summer League Stats,Bryan Bracey,CLE,.387,.333,83.3,8.3,17.9,12.9,-,34.0,-,-,20.0,-15.0,1.0,62.3,93.2,-30.9,-0.5,-0.2
2005-2006 NBA NBA Summer League Stats,Jeremiah Massey,BOS,.602,.500,116.7,-,22.7,12.4,-,47.5,-,-,16.6,-17.9,2.0,64.7,91.1,-26.4,-1.9,-0.7
2005-2006 NBA NBA Summer League Stats,Devin Harris,DAL,.324,.192,107.1,-,8.3,4.4,22.5,37.1,1.9,-,22.1,-9.7,0.8,56.5,91.4,-35.0,-2.1,-0.8
2005-2006 NBA NBA Summer League Stats,Peter John Ramos,WAS,.374,.324,102.4,2.4,12.7,7.6,-,30.3,-,2.9,17.7,-11.9,0.8,59.7,106.0,-46.3,-11.5,-0.9
2005-2006 NBA NBA Summer League Stats,Ricky Sanchez,DEN,.334,.329,105.8,5.1,5.4,5.2,3.5,18.2,-,-,14.8,-4.4,0.7,70.5,106.0,-35.5,-13.3,-1.3
2005-2006 NBA NBA Summer League Stats,Michael Haynes,PHX,.324,.304,105.2,1.3,5.4,3.4,7.8,23.5,-,-,17.6,-6.1,0.7,58.2,105.5,-47.3,-10.1,-2.1
2005-2006 NBA NBA Summer League Stats,Ryan Randle,CLE,.254,.286,28.6,18.7,13.3,15.9,-,33.7,1.9,2.8,19.8,-14.8,0.6,52.4,88.1,-35.7,-1.8,-2.7
2005-2006 NBA NBA Summer League Stats,Harold Jamison,PHX,.231,.333,33.3,9.3,19.0,14.1,-,44.8,-,1.8,8.4,-7.9,0.7,43.5,100.9,-57.4,-2.3,-2.8
2005-2006 NBA NBA Summer League Stats,Derrick Tarver,CLE,.205,.250,25.0,-,6.6,3.2,-,-,-,4.4,12.9,-,0.5,49.4,90.8,-41.4,-2.0,-3.2
2005-2006 NBA NBA Summer League Stats,Mark Bortz,LAC,.436,.333,133.3,4.1,23.9,13.3,-,46.6,-,-,11.0,-10.8,1.0,54.6,98.6,-44.0,-2.4,-3.6
2005-2006 NBA NBA Summer League Stats,Nick Jacobson,PHX,.111,.111,11.1,3.5,7.7,5.5,18.5,10.0,-,-,12.0,4.2,0.2,46.3,108.8,-62.5,-2.8,-3.7
2005-2006 NBA NBA Summer League Stats,Robert Tomaszek,POR,.333,.333,33.3,2.6,7.1,4.9,3.1,62.5,3.1,-,7.4,-8.5,0.7,36.1,95.1,-59.0,-6.5,-4.5
2005-2006 NBA NBA Summer League Stats,Carl English,CLE,.225,.188,112.5,-,16.6,8.2,5.0,18.4,-,-,17.5,-4.7,0.5,49.2,91.0,-41.8,-3.8,-5.5
2005-2006 NBA NBA Summer League Stats,Kenyon Jones,DEN,.000,.000,0.0,-,-,-,-,100.0,-,-,8.0,-17.3,0.0,-,104.7,-,-1.5,-13.7
2005-2006 NBA NBA Summer League Stats,Otis George,NYK,.126,.091,59.1,22.4,15.9,19.2,-,33.6,1.6,-,24.5,-18.5,0.3,38.1,101.8,-63.7,-8.0,-13.7
2005-2006 NBA NBA Summer League Stats,Brandon Gay,GSW,.000,.000,0.0,-,-,-,-,-,-,-,15.1,-,0.0,-,115.5,-,-3.0,-15.2
2005-2006 NBA NBA Summer League Stats,Larry O'Bannon,GSW,.102,.000,50.0,-,7.1,3.3,9.3,38.1,-,-,19.2,-12.4,0.3,20.7,103.3,-82.6,-6.0,-16.7
2005-2006 NBA NBA Summer League Stats,Seamus Boxley,POR,.000,.000,0.0,-,-,-,-,100.0,-,-,41.5,-88.6,0.0,-,100.4,-,-1.0,-55.0
2006-2007 NBA NBA Summer League Stats,Ezra Williams,NOP,1.039,1.375,297.9,6.5,10.6,8.4,17.7,14.8,2.3,1.2,13.6,-0.5,2.3,206.8,99.5,107.3,30.9,42.5
2006-2007 NBA NBA Summer League Stats,Kelenna Azubuike,DEN,.673,.618,162.7,7.6,16.0,11.9,1.5,7.6,3.0,1.6,26.9,-4.0,2.2,136.6,105.0,31.6,47.8,34.6
2006-2007 NBA NBA Summer League Stats,Brandon Roy,POR,.711,.686,200.8,9.1,8.0,8.6,31.2,19.3,1.3,1.3,29.5,-3.2,1.9,123.8,108.2,15.6,57.3,32.6
2006-2007 NBA NBA Summer League Stats,Casey Jacobsen,DEN,.677,.620,175.4,8.2,16.0,12.1,13.4,11.7,0.5,-,25.9,-1.7,1.6,134.9,111.2,23.6,49.5,30.5
2006-2007 NBA NBA Summer League Stats,Randy Foye,MIN,.622,.548,177.4,2.2,13.1,7.7,17.9,16.0,3.4,1.1,32.6,-7.0,1.5,112.6,97.2,15.4,61.0,30.0
2006-2007 NBA NBA Summer League Stats,John Lucas,HOU,.578,.543,174.9,4.6,7.0,5.8,38.0,12.1,2.0,-,29.0,6.3,1.3,121.7,100.9,20.8,78.6,29.9
2006-2007 NBA NBA Summer League Stats,Maciej Lampe,PHX,.734,.707,242.4,10.9,20.5,15.8,9.6,5.4,1.2,0.8,18.0,1.5,1.8,151.8,105.3,46.5,41.4,29.4
2006-2007 NBA NBA Summer League Stats,John Gilchrist,DEN,.690,.611,181.0,4.8,16.4,10.7,31.3,18.7,2.8,-,20.8,4.1,1.7,132.8,106.0,26.8,49.6,28.3
2006-2007 NBA NBA Summer League Stats,Ryan Gomes,BOS,.677,.600,145.2,4.6,19.4,12.4,5.8,8.1,1.2,1.9,22.6,-1.9,1.7,137.1,102.5,34.6,46.4,28.2
2006-2007 NBA NBA Summer League Stats,Metta World Peace,SAC,.503,.472,169.4,2.6,13.1,8.3,22.8,-,5.7,3.9,19.4,7.5,1.1,125.5,83.2,42.3,19.8,27.0
2006-2007 NBA NBA Summer League Stats,David Lee,NYK,.614,.600,119.3,13.3,22.4,18.0,9.0,11.4,2.8,0.5,21.4,-2.3,1.5,121.5,89.0,32.5,62.4,26.5
2006-2007 NBA NBA Summer League Stats,Rick Rickert,DET,.672,.632,131.9,14.0,23.5,18.5,2.6,10.3,0.7,2.0,17.2,-3.2,1.8,135.0,105.8,29.2,30.5,26.2
2006-2007 NBA NBA Summer League Stats,Jawad Williams,LAC,.629,.607,190.0,13.2,5.0,8.9,3.8,9.0,1.7,-,23.7,-3.8,1.4,129.4,104.4,25.0,21.4,26.1
2006-2007 NBA NBA Summer League Stats,James Singleton,LAC,.595,.529,165.6,16.1,25.1,20.9,12.6,18.8,1.2,5.2,20.3,-4.4,1.5,116.9,93.9,23.0,86.6,26.0
2006-2007 NBA NBA Summer League Stats,Mateen Cleaves,DET,.592,.460,171.7,2.8,12.5,7.4,32.4,13.2,3.6,-,22.4,5.0,1.6,126.0,105.1,20.9,25.0,25.6
2006-2007 NBA NBA Summer League Stats,Britton Johnsen,PHX,.712,.700,176.9,1.6,20.1,11.2,10.5,12.5,2.1,-,19.1,-0.9,1.6,131.7,103.8,27.9,27.4,24.8
2006-2007 NBA NBA Summer League Stats,Amar'e Stoudemire,PHX,.668,.571,141.8,2.9,21.5,12.6,9.1,23.2,1.8,4.2,30.4,-12.7,1.8,107.7,101.8,5.9,26.0,24.1
2006-2007 NBA NBA Summer League Stats,Nate Robinson,NYK,.508,.424,137.0,6.8,8.3,7.5,32.4,11.8,2.2,-,25.6,6.1,1.3,112.2,96.5,15.7,43.3,23.2
2006-2007 NBA NBA Summer League Stats,Ralphy Holmes,DEN,.724,.692,191.5,2.8,3.0,2.9,19.0,6.2,1.1,-,14.7,6.2,1.7,154.3,107.4,47.0,15.6,23.1
2006-2007 NBA NBA Summer League Stats,Chris Ellis,DEN,.815,1.000,162.5,21.2,9.3,14.9,-,15.3,2.0,9.2,10.8,-3.7,4.5,152.6,94.3,58.3,10.0,23.0
2006-2007 NBA NBA Summer League Stats,Adam Hess,PHX,.771,.720,214.0,6.8,10.3,8.6,9.0,12.3,1.2,-,15.9,-0.7,1.8,144.8,109.6,35.2,29.3,22.8
2006-2007 NBA NBA Summer League Stats,Kevin Martin,SAC,.601,.438,152.8,6.6,14.6,11.0,10.8,19.2,0.4,-,32.7,-10.0,1.9,110.8,97.4,13.5,35.1,22.7
2006-2007 NBA NBA Summer League Stats,Oleksiy Pecherov,WAS,.546,.490,161.5,9.2,22.0,15.3,5.9,6.5,1.5,1.0,19.0,-0.9,1.2,120.8,99.1,21.7,49.1,22.2
2006-2007 NBA NBA Summer League Stats,Ron Slay,DEN,.636,.591,160.9,2.3,15.7,9.1,11.2,18.8,2.7,1.4,23.7,-5.6,1.5,113.3,105.6,7.6,16.9,22.0
2006-2007 NBA NBA Summer League Stats,Will Bynum,GSW,.587,.513,150.0,1.7,17.6,8.6,25.2,18.5,4.5,-,20.4,-0.3,1.5,108.0,103.0,4.9,41.5,21.7
2006-2007 NBA NBA Summer League Stats,Je'Kel Foster,CLE,.458,.458,141.7,-,10.3,5.5,47.4,7.7,4.8,-,18.2,13.3,0.9,113.0,93.9,19.1,11.8,21.6
2006-2007 NBA NBA Summer League Stats,Allan Ray,BOS,.587,.554,171.5,4.2,6.6,5.5,13.4,12.8,1.9,0.6,23.6,-1.7,1.3,116.4,106.5,9.9,35.8,21.2
2006-2007 NBA NBA Summer League Stats,Hector Romero,POR,.722,.611,205.6,16.7,21.2,19.0,2.4,18.0,-,1.2,17.3,-6.1,1.8,131.7,102.8,28.9,24.4,21.1
2006-2007 NBA NBA Summer League Stats,Sharrod Ford,CLE,.618,.581,153.4,15.4,20.5,18.1,3.2,23.0,1.2,4.3,23.8,-10.9,1.7,104.2,94.7,9.5,40.8,21.0
2006-2007 NBA NBA Summer League Stats,Quincy Douby,SAC,.570,.513,160.1,2.2,9.3,5.9,20.4,9.7,1.9,0.7,21.6,2.7,1.4,121.4,95.2,26.2,30.6,20.8
2006-2007 NBA NBA Summer League Stats,Kibwe Trim,LAC,.798,1.000,150.0,38.5,-,17.2,-,34.7,-,-,32.4,-24.2,3.0,102.1,87.4,14.8,0.5,20.4
2006-2007 NBA NBA Summer League Stats,Kevinn Pinkney,POR,.652,.625,162.5,12.8,11.7,12.2,32.7,15.1,-,1.4,14.5,7.0,1.4,133.5,104.5,29.0,21.8,20.3
2006-2007 NBA NBA Summer League Stats,LaMarcus Aldridge,POR,.540,.479,134.6,10.6,17.6,14.1,12.2,6.8,1.7,4.8,16.7,2.1,1.2,123.0,102.1,20.9,52.4,20.2
2006-2007 NBA NBA Summer League Stats,Al Jefferson,BOS,.519,.500,102.4,19.6,25.8,22.9,7.7,13.4,1.4,2.9,21.9,-3.4,1.3,110.4,99.1,11.3,35.1,20.2
2006-2007 NBA NBA Summer League Stats,Julian Sensley,GSW,.731,.625,225.0,-,5.9,2.7,7.6,-,-,-,14.8,2.9,2.8,160.6,120.4,40.3,4.8,20.2
2006-2007 NBA NBA Summer League Stats,Ruben Douglas,PHX,.456,.435,121.0,3.3,12.4,8.0,20.2,8.0,2.3,1.3,29.6,2.4,1.0,101.4,106.0,-4.6,32.5,20.0
2006-2007 NBA NBA Summer League Stats,Pooh Jeter,SAC,.577,.552,173.2,1.4,9.9,6.0,20.7,5.9,1.8,-,18.3,4.6,1.3,126.4,95.2,31.2,23.6,19.9
2006-2007 NBA NBA Summer League Stats,Curtis Green,SAC,.532,1.000,100.0,-,23.5,11.3,26.7,-,-,-,16.2,12.3,2.0,114.9,89.8,25.1,1.8,19.8
2006-2007 NBA NBA Summer League Stats,Pavel Podkolzin,DAL,.682,.607,133.4,14.8,29.1,21.6,4.3,30.9,1.4,1.3,25.1,-15.4,2.1,102.7,107.6,-4.8,30.9,19.7
2006-2007 NBA NBA Summer League Stats,Matt Haryasz,HOU,.624,.650,110.5,8.9,19.3,14.3,2.2,7.5,-,5.5,16.1,-1.8,1.6,125.4,92.0,33.4,21.9,19.7
2006-2007 NBA NBA Summer League Stats,Martynas Andriuskevicius,CLE,.664,.667,183.8,11.5,12.0,11.8,-,5.2,2.4,2.3,13.4,-1.5,1.6,136.8,99.0,37.8,17.9,19.4
2006-2007 NBA NBA Summer League Stats,Hilton Armstrong,NOP,.682,.609,151.8,12.7,17.8,15.2,3.2,28.3,-,1.2,24.0,-14.6,1.7,104.6,107.8,-3.1,17.4,19.3
2006-2007 NBA NBA Summer League Stats,Anthony Grundy,DAL,.633,.550,166.7,-,-,-,7.3,32.2,8.4,-,28.4,-17.3,1.6,88.8,102.1,-13.3,4.8,19.0
2006-2007 NBA NBA Summer League Stats,Bracey Wright,MIN,.542,.405,157.0,2.2,9.0,5.6,14.6,14.7,2.9,-,25.0,-3.1,1.4,106.7,100.1,6.6,36.5,18.9
2006-2007 NBA NBA Summer League Stats,Rajon Rondo,BOS,.599,.577,176.4,4.9,10.3,7.8,26.2,17.2,3.3,0.9,13.8,6.0,1.3,124.3,101.8,22.5,53.5,18.9
2006-2007 NBA NBA Summer League Stats,Channing Frye,NYK,.445,.400,111.4,5.8,13.2,9.7,4.4,6.6,2.4,1.9,30.8,-3.1,1.0,98.2,105.5,-7.4,8.9,18.7
2006-2007 NBA NBA Summer League Stats,Adam Parada,MIN,.870,.800,180.0,6.3,27.4,17.2,15.9,28.3,0.8,2.8,13.0,-2.6,2.2,131.0,94.7,36.3,19.3,18.4
2006-2007 NBA NBA Summer League Stats,Daniel Ewing,LAC,.550,.509,171.3,1.5,9.2,5.6,26.3,18.6,2.6,0.9,22.5,-1.1,1.2,107.7,100.1,7.6,41.1,18.3
2006-2007 NBA NBA Summer League Stats,Lou Amundson,SAC,.643,.690,115.1,14.1,19.4,16.9,2.9,24.3,1.6,4.2,18.8,-8.9,1.8,106.2,88.9,17.4,37.5,18.3
2006-2007 NBA NBA Summer League Stats,Sam Hoskin,DET,.740,.600,160.0,14.8,16.6,15.6,-,37.2,-,3.8,23.1,-19.7,2.0,99.7,107.6,-7.9,5.0,18.1
2006-2007 NBA NBA Summer League Stats,Andre Barrett,TOR,.466,.387,128.7,4.3,12.8,8.0,25.8,14.5,3.8,-,22.3,0.8,1.1,97.0,110.4,-13.5,20.8,18.1
2006-2007 NBA NBA Summer League Stats,Marcus Fizer,NOP,.484,.419,110.0,8.4,20.2,14.2,10.0,17.3,2.3,-,31.0,-9.2,1.2,93.3,100.5,-7.2,20.0,18.0
2006-2007 NBA NBA Summer League Stats,Gerald Green,BOS,.572,.528,182.3,2.6,10.7,6.9,1.1,12.9,2.2,0.5,25.4,-6.8,1.3,109.6,104.4,5.2,30.1,18.0
2006-2007 NBA NBA Summer League Stats,Steve Novak,HOU,.596,.549,178.3,1.5,13.8,8.0,4.1,8.2,0.3,0.5,21.9,-2.2,1.3,120.4,100.8,19.7,33.5,18.0
2006-2007 NBA NBA Summer League Stats,Christian Maraker,SAC,.650,.605,191.2,11.6,18.6,15.3,5.1,16.2,0.7,2.1,15.4,-3.6,1.4,123.6,92.2,31.3,21.0,17.8
2006-2007 NBA NBA Summer League Stats,Josh Davis,DEN,.574,.554,144.8,6.6,18.0,12.4,1.5,9.3,2.1,0.8,18.4,-3.2,1.2,115.7,106.9,8.8,27.9,17.6
2006-2007 NBA NBA Summer League Stats,Taj Gray,SAC,.675,.600,147.5,6.5,9.3,8.0,10.1,24.5,0.9,6.9,19.9,-7.0,1.7,111.5,93.0,18.6,12.0,17.6
2006-2007 NBA NBA Summer League Stats,Yakhouba Diawara,DEN,.619,.592,148.9,7.5,8.4,8.0,11.1,17.3,1.3,-,20.1,-3.2,1.6,116.9,111.2,5.7,26.3,17.6
2006-2007 NBA NBA Summer League Stats,Kris Humphries,TOR,.449,.377,99.5,13.9,26.5,19.7,5.2,11.7,1.9,1.8,25.1,-5.1,1.2,95.7,101.4,-5.7,34.0,17.6
2006-2007 NBA NBA Summer League Stats,Shannon Brown,CLE,.561,.509,140.4,-,8.9,4.8,16.3,13.8,1.7,1.5,22.0,-1.3,1.3,105.9,100.1,5.8,31.9,17.5
2006-2007 NBA NBA Summer League Stats,Renaldo Balkman,NYK,.703,.750,125.0,5.0,15.1,10.1,12.7,30.7,3.1,3.4,15.1,-5.1,1.9,102.3,89.9,12.4,34.5,17.4
