League,Player,Team,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF
2006-2007 NBA NBA Summer League Stats,Kirk Snyder,NOP,4,88.0,41,9,35,.257,0,8,.000,23,32,.719,7,9,16,11,2,1,9,8
2006-2007 NBA NBA Summer League Stats,P.J. Tucker,TOR,5,112.0,41,14,26,.538,0,0,.000,13,17,.765,14,7,21,3,2,0,12,22
2006-2007 NBA NBA Summer League Stats,Romain Sato,PHX,5,105.0,41,14,37,.378,0,2,.000,13,15,.867,8,8,16,6,2,0,9,16
2006-2007 NBA NBA Summer League Stats,Britton Johnsen,PHX,4,75.0,40,15,25,.600,5,11,.455,5,7,.714,1,13,14,5,3,0,4,12
2006-2007 NBA NBA Summer League Stats,Jamaal Williams,GSW,4,75.0,40,18,37,.486,0,0,.000,4,5,.800,5,7,12,0,1,1,4,14
2006-2007 NBA NBA Summer League Stats,Mateen Cleaves,DET,5,72.0,39,10,25,.400,3,7,.429,16,18,.889,2,8,10,13,5,0,5,19
2006-2007 NBA NBA Summer League Stats,Paul Shirley,MIN,5,119.0,39,14,30,.467,0,0,.000,11,16,.688,8,13,21,3,9,3,9,22
2006-2007 NBA NBA Summer League Stats,Ricky Sanchez,DEN,4,81.0,39,13,32,.406,5,12,.417,8,11,.727,9,12,21,6,0,1,8,19
2006-2007 NBA NBA Summer League Stats,Renaldo Balkman,NYK,5,114.0,38,15,20,.750,0,1,.000,8,16,.500,5,16,21,9,7,5,12,17
2006-2007 NBA NBA Summer League Stats,Jawad Williams,LAC,5,62.0,38,14,28,.500,6,10,.600,4,5,.800,7,3,10,1,2,0,3,6
2006-2007 NBA NBA Summer League Stats,Hilton Armstrong,NOP,4,70.0,38,14,23,.609,0,0,.000,10,11,.909,8,11,19,1,0,1,11,13
2006-2007 NBA NBA Summer League Stats,Pooh Jeter,SAC,5,80.0,37,15,29,.517,2,4,.500,5,7,.714,1,8,9,9,3,0,2,12
2006-2007 NBA NBA Summer League Stats,Paul Miller,NYK,5,82.0,37,17,33,.515,1,2,.500,2,4,.500,1,8,9,1,1,1,4,7
2006-2007 NBA NBA Summer League Stats,Cheickh Samb,DET,5,127.0,36,15,23,.652,0,0,.000,6,11,.545,9,15,24,2,1,9,3,19
2006-2007 NBA NBA Summer League Stats,Ezra Williams,NOP,4,66.0,36,21,16,1.313,2,2,1.000,2,3,.667,4,6,10,4,3,1,3,11
2006-2007 NBA NBA Summer League Stats,Lonny Baxter,HOU,5,113.0,36,14,20,.700,0,0,.000,8,15,.533,13,12,25,1,1,0,8,19
2006-2007 NBA NBA Summer League Stats,Daniel Gibson,CLE,4,125.0,36,14,26,.538,0,4,.000,8,10,.800,3,10,13,14,4,1,11,21
2006-2007 NBA NBA Summer League Stats,Rick Rickert,DET,5,72.0,35,12,19,.632,0,0,.000,11,16,.688,10,15,25,1,1,2,3,13
2006-2007 NBA NBA Summer League Stats,Peter John Ramos,WAS,5,135.0,35,14,27,.519,0,0,.000,7,12,.583,12,20,32,7,0,5,16,25
2006-2007 NBA NBA Summer League Stats,J.J. Barea,GSW,5,107.0,34,11,30,.367,1,11,.091,11,15,.733,1,8,9,14,10,0,5,15
2006-2007 NBA NBA Summer League Stats,Mardy Collins,NYK,5,97.0,34,14,30,.467,2,7,.286,4,11,.364,2,8,10,9,2,1,5,10
2006-2007 NBA NBA Summer League Stats,Chuck Hayes,HOU,5,177.0,33,13,20,.650,0,0,.000,7,14,.500,13,36,49,5,1,4,7,29
2006-2007 NBA NBA Summer League Stats,Hector Romero,POR,4,76.0,33,10,18,.556,2,4,.500,11,11,1.000,9,12,21,1,0,1,5,12
2006-2007 NBA NBA Summer League Stats,Andre Barrett,TOR,3,77.0,33,12,31,.387,0,2,.000,9,10,.900,3,7,10,10,6,0,6,7
2006-2007 NBA NBA Summer League Stats,Ron Slay,DEN,5,54.0,33,12,22,.545,2,7,.286,7,9,.778,1,7,8,4,3,1,6,9
2006-2007 NBA NBA Summer League Stats,Leon Powe,BOS,5,77.0,33,11,24,.458,0,0,.000,11,20,.550,9,9,18,2,4,0,3,22
2006-2007 NBA NBA Summer League Stats,Pierre Wooten,NOP,5,111.0,33,11,30,.367,0,2,.000,11,17,.647,5,3,8,6,3,0,8,19
2006-2007 NBA NBA Summer League Stats,Jeff Varem,PHX,5,115.0,32,11,27,.407,1,4,.250,9,12,.750,5,16,21,8,10,0,3,18
2006-2007 NBA NBA Summer League Stats,Curtis Stinson,GSW,5,113.0,32,11,32,.344,1,2,.500,9,13,.692,5,14,19,14,9,0,6,21
2006-2007 NBA NBA Summer League Stats,Walker Russell,NYK,5,98.0,32,9,21,.429,1,3,.333,13,15,.867,0,6,6,15,3,0,8,13
2006-2007 NBA NBA Summer League Stats,Brian Greene,NYK,5,69.0,32,12,26,.462,1,5,.200,7,7,1.000,0,10,10,2,2,0,6,14
2006-2007 NBA NBA Summer League Stats,Roger Mason,WAS,4,92.0,32,12,30,.400,3,10,.300,5,6,.833,3,6,9,6,3,0,9,19
2006-2007 NBA NBA Summer League Stats,Cedric Simmons,NOP,5,114.0,31,10,27,.370,0,0,.000,11,16,.688,14,21,35,2,6,4,13,22
2006-2007 NBA NBA Summer League Stats,Matt Haryasz,HOU,4,79.0,31,13,20,.650,0,0,.000,5,11,.455,6,14,20,1,0,5,2,21
2006-2007 NBA NBA Summer League Stats,Scooter McFadgon,WAS,5,64.0,31,10,24,.417,1,5,.200,10,11,.909,1,6,7,1,0,0,1,8
2006-2007 NBA NBA Summer League Stats,Ime Udoka,NYK,5,94.0,31,9,29,.310,0,3,.000,13,16,.813,5,8,13,7,2,1,10,16
2006-2007 NBA NBA Summer League Stats,Larry O'Bannon,DAL,4,72.0,31,9,25,.360,1,3,.333,12,12,1.000,1,3,4,5,1,0,4,14
2006-2007 NBA NBA Summer League Stats,Cheyne Gadson,DEN,5,98.0,30,12,29,.414,0,4,.000,6,10,.600,1,12,13,20,8,0,9,14
2006-2007 NBA NBA Summer League Stats,Chris Owens,PHX,4,73.0,29,10,24,.417,0,0,.000,9,14,.643,8,11,19,1,2,0,5,18
2006-2007 NBA NBA Summer League Stats,William Avery,TOR,5,112.0,29,9,27,.333,3,9,.333,8,9,.889,3,5,8,6,2,1,13,20
2006-2007 NBA NBA Summer League Stats,J.P. Batista,MIN,5,89.0,28,10,22,.455,0,0,.000,8,10,.800,9,13,22,4,4,1,10,19
2006-2007 NBA NBA Summer League Stats,Guillermo Diaz,LAC,4,81.0,28,11,24,.458,3,5,.600,3,4,.750,3,4,7,5,3,0,4,11
2006-2007 NBA NBA Summer League Stats,Christian Maraker,SAC,5,69.0,27,11,19,.579,1,3,.333,4,4,1.000,7,13,20,2,1,2,4,16
2006-2007 NBA NBA Summer League Stats,Brandon Bass,NOP,3,55.0,27,6,17,.353,0,1,.000,6,18,.333,4,16,20,2,1,0,4,8
2006-2007 NBA NBA Summer League Stats,Justin Gray,TOR,5,79.0,27,6,24,.250,3,10,.300,12,13,.923,1,8,9,8,1,0,3,12
2006-2007 NBA NBA Summer League Stats,Will Blalock,DET,5,109.0,26,13,35,.371,0,5,.000,0,1,.000,3,6,9,17,5,0,7,6
2006-2007 NBA NBA Summer League Stats,Gabe Muoneke,NOP,5,86.0,26,11,24,.458,1,3,.333,3,11,.273,7,15,22,1,2,0,6,13
2006-2007 NBA NBA Summer League Stats,Justin Williams,SAC,5,94.0,25,9,13,.692,0,0,.000,7,11,.636,8,24,32,0,1,9,8,27
2006-2007 NBA NBA Summer League Stats,Mike Hall,DEN,5,63.0,25,10,21,.476,1,3,.333,5,8,.625,5,12,17,2,1,1,3,10
2006-2007 NBA NBA Summer League Stats,Taj Gray,SAC,5,53.0,25,9,15,.600,0,0,.000,7,8,.875,3,5,8,3,1,5,6,17
2006-2007 NBA NBA Summer League Stats,Channing Frye,NYK,2,45.0,25,10,25,.400,0,1,.000,5,7,.714,2,5,7,1,2,1,2,5
2006-2007 NBA NBA Summer League Stats,Josh Powell,DAL,4,109.0,24,8,19,.421,0,0,.000,8,11,.727,4,23,27,5,1,0,4,17
2006-2007 NBA NBA Summer League Stats,Martynas Andriuskevicius,CLE,4,66.0,24,9,15,.600,2,3,.667,4,7,.571,6,7,13,0,3,2,1,15
2006-2007 NBA NBA Summer League Stats,Sean Banks,GSW,4,62.0,24,6,20,.300,0,7,.000,12,16,.750,1,2,3,1,1,0,4,11
2006-2007 NBA NBA Summer League Stats,Kevinn Pinkney,POR,4,64.0,22,10,16,.625,0,0,.000,2,2,1.000,6,6,12,11,0,1,3,14
2006-2007 NBA NBA Summer League Stats,Adam Parada,MIN,4,62.0,22,8,10,.800,0,0,.000,6,6,1.000,3,14,17,5,1,2,5,19
2006-2007 NBA NBA Summer League Stats,Ralphy Holmes,DEN,3,44.0,22,8,13,.615,2,4,.500,4,5,.800,1,1,2,6,1,0,1,5
2006-2007 NBA NBA Summer League Stats,Chris Hernandez,NOP,5,95.0,22,8,19,.421,3,9,.333,3,5,.600,2,6,8,9,8,0,11,17
2006-2007 NBA NBA Summer League Stats,Terrell Lyday,LAC,4,52.0,22,7,14,.500,2,2,1.000,6,9,.667,2,5,7,5,3,0,11,8
2006-2007 NBA NBA Summer League Stats,Mo Charlo,GSW,4,73.0,22,6,19,.316,1,6,.167,8,12,.667,4,4,8,0,5,1,5,16
2006-2007 NBA NBA Summer League Stats,Fred House,POR,5,84.0,21,4,13,.308,1,7,.143,12,16,.750,5,7,12,6,7,1,5,13
2006-2007 NBA NBA Summer League Stats,Andre Emmett,DAL,3,51.0,21,8,14,.571,1,2,.500,4,9,.444,1,6,7,3,1,0,2,2
2006-2007 NBA NBA Summer League Stats,Massimo Bulleri,PHX,5,73.0,21,7,17,.412,0,3,.000,7,9,.778,1,1,2,15,3,0,8,15
2006-2007 NBA NBA Summer League Stats,Shaun Livingston,LAC,2,59.0,21,6,13,.462,0,0,.000,9,11,.818,4,8,12,3,3,0,12,6
2006-2007 NBA NBA Summer League Stats,Scott Merritt,LAC,5,83.0,21,7,16,.438,0,1,.000,7,8,.875,4,13,17,1,1,0,10,13
2006-2007 NBA NBA Summer League Stats,Omar Cook,NOP,5,99.0,21,9,27,.333,0,2,.000,3,4,.750,1,9,10,9,3,0,7,14
2006-2007 NBA NBA Summer League Stats,Olu Famutimi,NYK,5,56.0,20,10,18,.556,0,0,.000,0,0,.000,5,7,12,1,3,0,4,8
2006-2007 NBA NBA Summer League Stats,Terence Dials,TOR,5,53.0,20,8,20,.400,0,0,.000,4,8,.500,4,12,16,0,3,1,5,17
2006-2007 NBA NBA Summer League Stats,Metta World Peace,SAC,2,42.0,19,8,18,.444,1,4,.250,2,2,1.000,1,6,7,5,5,2,0,5
2006-2007 NBA NBA Summer League Stats,Nick George,GSW,5,46.0,19,7,18,.389,1,3,.333,4,8,.500,6,5,11,1,0,0,3,6
2006-2007 NBA NBA Summer League Stats,Ryan Humphrey,GSW,4,46.0,19,6,9,.667,0,0,.000,7,15,.467,5,3,8,1,2,1,8,13
2006-2007 NBA NBA Summer League Stats,Tommy Smith,PHX,4,66.0,18,7,11,.636,0,0,.000,4,6,.667,6,6,12,6,2,2,3,19
2006-2007 NBA NBA Summer League Stats,Juan Mendez,NOP,5,76.0,17,6,24,.250,3,9,.333,2,4,.500,4,6,10,0,2,1,6,6
2006-2007 NBA NBA Summer League Stats,Anthony Grundy,DAL,2,27.0,16,5,10,.500,1,3,.333,5,6,.833,0,0,0,1,5,0,6,3
2006-2007 NBA NBA Summer League Stats,Marque Perry,POR,5,90.0,16,5,18,.278,0,0,.000,6,9,.667,0,7,7,18,3,0,13,17
2006-2007 NBA NBA Summer League Stats,Corey Belser,DAL,5,91.0,15,4,13,.308,0,1,.000,7,11,.636,4,10,14,5,3,1,5,17
2006-2007 NBA NBA Summer League Stats,Andris Biedrins,GSW,3,41.0,14,6,15,.400,0,0,.000,2,6,.333,5,2,7,3,2,1,6,8
2006-2007 NBA NBA Summer League Stats,Alain Koffi,DEN,4,41.0,14,6,13,.462,0,0,.000,2,2,1.000,2,2,4,0,0,4,2,12
2006-2007 NBA NBA Summer League Stats,Jermaine Bucknor,TOR,5,65.0,14,6,21,.286,1,10,.100,1,4,.250,2,4,6,3,3,1,2,8
2006-2007 NBA NBA Summer League Stats,Andrew Betts,NOP,3,46.0,14,5,10,.500,0,0,.000,4,9,.444,2,2,4,2,0,1,4,11
2006-2007 NBA NBA Summer League Stats,Bryan Hopkins,DAL,4,57.0,14,5,14,.357,3,6,.500,1,2,.500,1,3,4,1,1,0,6,8
2006-2007 NBA NBA Summer League Stats,Greg Brunner,MIN,4,69.0,13,3,13,.231,1,2,.500,6,10,.600,10,14,24,6,1,4,4,14
2006-2007 NBA NBA Summer League Stats,Chris Burgess,WAS,5,46.0,13,6,10,.600,0,0,.000,1,5,.200,6,8,14,0,0,2,3,7
2006-2007 NBA NBA Summer League Stats,Franko Kastropil,NYK,5,57.0,13,3,7,.429,0,0,.000,7,10,.700,7,11,18,2,1,0,5,18
2006-2007 NBA NBA Summer League Stats,Spencer Gloger,GSW,3,32.0,13,4,8,.500,1,3,.333,4,4,1.000,0,2,2,0,1,0,1,1
2006-2007 NBA NBA Summer League Stats,Rashad Anderson,WAS,5,63.0,13,6,20,.300,1,6,.167,0,0,.000,3,7,10,0,1,0,0,10
2006-2007 NBA NBA Summer League Stats,Francisco Garcia,SAC,2,43.0,13,5,15,.333,1,7,.143,2,3,.667,1,6,7,2,2,1,6,9
2006-2007 NBA NBA Summer League Stats,Jermaine Walker,WAS,4,42.0,13,5,14,.357,0,2,.000,3,6,.500,2,1,3,1,0,0,4,7
2006-2007 NBA NBA Summer League Stats,Reece Gaines,MIN,4,49.0,13,4,18,.222,0,0,.000,5,12,.417,0,1,1,2,4,0,5,7
2006-2007 NBA NBA Summer League Stats,Akin Akingbala,BOS,3,39.0,12,2,7,.286,0,0,.000,8,8,1.000,3,8,11,0,0,2,2,12
2006-2007 NBA NBA Summer League Stats,Ansu Sesay,MIN,5,98.0,12,5,20,.250,0,1,.000,2,3,.667,3,17,20,3,4,1,6,16
2006-2007 NBA NBA Summer League Stats,Wojciech Barycz,MIN,3,28.0,12,4,6,.667,2,3,.667,2,4,.500,1,1,2,1,0,0,2,9
2006-2007 NBA NBA Summer League Stats,Eric Chenowith,DEN,5,54.0,12,5,13,.385,0,0,.000,2,8,.250,3,10,13,0,2,1,5,22
2006-2007 NBA NBA Summer League Stats,Je'Kel Foster,CLE,5,33.0,11,5,12,.417,1,1,1.000,0,0,.000,0,3,3,8,3,0,1,5
2006-2007 NBA NBA Summer League Stats,Julian Sensley,GSW,3,22.0,11,2,4,.500,1,1,1.000,6,8,.750,0,1,1,1,0,0,0,4
2006-2007 NBA NBA Summer League Stats,Yemi Nicholson,SAC,3,31.0,11,4,11,.364,0,0,.000,3,6,.500,3,7,10,0,0,1,1,8
2006-2007 NBA NBA Summer League Stats,Kenny Adeleke,NYK,5,30.0,11,5,8,.625,0,0,.000,1,5,.200,5,6,11,0,2,1,5,13
2006-2007 NBA NBA Summer League Stats,Darius Washington,DAL,5,41.0,11,5,20,.250,1,7,.143,0,0,.000,1,5,6,1,2,0,2,9
2006-2007 NBA NBA Summer League Stats,Dwayne Jones,BOS,4,42.0,10,3,5,.600,0,0,.000,4,12,.333,6,5,11,4,1,2,4,14
2006-2007 NBA NBA Summer League Stats,Sam Hoskin,DET,4,20.0,10,3,5,.600,0,0,.000,4,4,1.000,3,3,6,0,0,1,4,4
2006-2007 NBA NBA Summer League Stats,Nik Caner-Medley,DET,2,32.0,10,3,5,.600,0,0,.000,4,8,.500,2,3,5,0,1,0,4,4
2006-2007 NBA NBA Summer League Stats,Brian Jackson,CLE,4,35.0,10,5,12,.417,0,0,.000,0,2,.000,1,5,6,2,1,1,3,7
2006-2007 NBA NBA Summer League Stats,Chris Ellis,DEN,3,24.0,9,2,2,1.000,0,0,.000,5,8,.625,4,2,6,0,1,3,1,6
2006-2007 NBA NBA Summer League Stats,Jeremy Kelly,MIN,5,47.0,9,4,10,.400,1,6,.167,0,0,.000,1,6,7,4,2,0,2,9
2006-2007 NBA NBA Summer League Stats,Darius Washington,DAL,2,23.0,9,4,10,.400,1,4,.250,0,0,.000,0,2,2,0,2,0,1,6
2006-2007 NBA NBA Summer League Stats,Joel Freeland,POR,5,43.0,9,3,7,.429,0,1,.000,3,6,.500,1,3,4,2,1,0,4,16
2006-2007 NBA NBA Summer League Stats,Jermaine Anderson,TOR,5,45.0,9,4,12,.333,0,1,.000,1,2,.500,0,2,2,2,1,0,3,12
2006-2007 NBA NBA Summer League Stats,Sean Lampley,SAC,5,72.0,8,2,8,.250,0,1,.000,4,6,.667,1,12,13,6,0,1,3,17
2006-2007 NBA NBA Summer League Stats,Brad Buckman,DAL,5,53.0,8,4,9,.444,0,0,.000,0,2,.000,5,6,11,1,2,0,1,15
2006-2007 NBA NBA Summer League Stats,Jermaine Blackburn,CLE,4,26.0,8,4,9,.444,0,0,.000,0,0,.000,0,1,1,0,1,1,2,1
2006-2007 NBA NBA Summer League Stats,Rasheim Wright,DET,5,38.0,7,2,10,.200,0,1,.000,3,6,.500,2,3,5,1,0,0,1,1
2006-2007 NBA NBA Summer League Stats,E.J. Rowland,DAL,3,54.0,7,2,6,.333,1,2,.500,2,3,.667,1,1,2,7,2,0,6,12
2006-2007 NBA NBA Summer League Stats,Marko Jovanovic,DET,4,19.0,7,2,6,.333,0,0,.000,3,6,.500,2,4,6,0,0,1,3,9
2006-2007 NBA NBA Summer League Stats,Jason Ellis,DEN,4,33.0,6,3,6,.500,0,0,.000,0,0,.000,2,4,6,2,1,0,3,9
2006-2007 NBA NBA Summer League Stats,Brendan Winters,GSW,4,47.0,6,1,7,.143,1,6,.167,3,4,.750,1,5,6,2,0,0,3,12
2006-2007 NBA NBA Summer League Stats,Kevin Hamilton,BOS,2,18.0,5,2,3,.667,0,0,.000,1,3,.333,0,2,2,0,1,0,1,4
2006-2007 NBA NBA Summer League Stats,Rodney Billups,DET,4,28.0,5,2,5,.400,0,0,.000,1,2,.500,0,4,4,2,1,0,1,10
2006-2007 NBA NBA Summer League Stats,Samaki Walker,TOR,4,48.0,5,2,6,.333,0,0,.000,1,2,.500,3,6,9,0,0,0,5,9
2006-2007 NBA NBA Summer League Stats,Brandon Bowman,POR,5,15.0,4,1,3,.333,0,0,.000,2,2,1.000,1,2,3,1,0,0,0,2
2006-2007 NBA NBA Summer League Stats,Clay Tucker,CLE,3,28.0,4,2,6,.333,0,1,.000,0,2,.000,0,2,2,1,0,0,1,4
2006-2007 NBA NBA Summer League Stats,Antoine Jordan,WAS,5,32.0,3,1,3,.333,0,1,.000,1,2,.500,0,3,3,3,1,0,3,4
2006-2007 NBA NBA Summer League Stats,Kibwe Trim,LAC,1,4.0,3,1,1,1.000,0,0,.000,1,2,.500,1,0,1,0,0,0,1,2
2006-2007 NBA NBA Summer League Stats,Curtis Green,SAC,1,5.0,2,1,1,1.000,0,0,.000,0,2,.000,0,1,1,1,0,0,0,1
2006-2007 NBA NBA Summer League Stats,Hollis Price,HOU,3,11.0,2,1,2,.500,0,0,.000,0,0,.000,0,0,0,3,1,0,3,4
2006-2007 NBA NBA Summer League Stats,C.J. Bruton,CLE,2,18.0,2,1,2,.500,0,1,.000,0,0,.000,0,1,1,1,0,0,2,2
