League,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2021-2022 NBA NBA Summer League Stats,Cam Thomas,BRK,4,28.8,27.0,8.3,19.5,.423,2.3,6.3,.360,8.3,9.8,.846,0.5,1.3,1.8,2.0,1.3,0.5,3.8,1.8
2021-2022 NBA NBA Summer League Stats,Tyrese Maxey,PHI,2,29.3,26.0,9.5,19.0,.500,2.0,7.0,.286,5.0,5.5,.909,0.5,5.0,5.5,4.5,2.0,1.0,2.0,3.0
2021-2022 NBA NBA Summer League Stats,Desmond Bane,MEM,2,29.9,24.0,7.5,15.5,.484,4.5,6.5,.692,4.5,6.0,.750,0.0,3.5,3.5,4.0,1.0,0.0,3.0,3.0
2021-2022 NBA NBA Summer League Stats,Tre Jones,SAS,4,27.4,22.8,8.5,16.8,.507,1.0,2.8,.364,4.8,5.3,.905,1.5,3.3,4.8,6.3,0.8,0.3,4.8,2.0
2021-2022 NBA NBA Summer League Stats,Jaylen Nowell,MIN,4,30.8,22.5,8.0,18.0,.444,2.8,7.8,.355,3.8,4.0,.938,0.3,5.0,5.3,2.8,1.0,0.0,4.0,2.8
2021-2022 NBA NBA Summer League Stats,Bol Bol,DEN,3,26.9,21.7,6.3,14.3,.442,2.0,5.0,.400,7.0,10.3,.677,0.7,6.0,6.7,0.7,0.3,2.3,2.3,1.7
2021-2022 NBA NBA Summer League Stats,Obi Toppin,NYK,6,35.1,21.0,8.2,18.3,.445,2.0,5.8,.343,2.7,3.0,.889,1.7,6.7,8.3,1.3,1.3,0.8,2.8,3.3
2021-2022 NBA NBA Summer League Stats,Patrick Williams,CHI,3,34.3,21.0,7.3,19.3,.379,2.3,5.3,.438,4.0,5.0,.800,1.7,8.0,9.7,2.7,0.7,0.3,4.7,2.0
2021-2022 NBA NBA Summer League Stats,Max Strus,MIA,4,31.2,20.8,6.8,17.3,.391,4.5,11.3,.400,2.8,3.5,.786,2.0,4.3,6.3,2.5,1.3,0.0,3.3,3.8
2021-2022 NBA NBA Summer League Stats,Jalen Green,HOU,3,24.1,20.3,6.3,12.3,.514,3.3,6.3,.526,4.3,4.7,.929,0.3,4.0,4.3,2.0,0.3,0.0,2.3,2.3
2021-2022 NBA NBA Summer League Stats,Jordan Nwora,MIL,4,28.9,20.3,7.3,21.0,.345,1.8,10.0,.175,4.0,5.0,.800,0.5,4.3,4.8,2.0,1.0,0.5,4.3,1.0
2021-2022 NBA NBA Summer League Stats,Immanuel Quickley,NYK,5,33.5,20.2,6.0,17.8,.337,2.4,10.0,.240,5.8,6.4,.906,0.8,3.0,3.8,7.8,1.4,0.0,2.4,3.2
2021-2022 NBA NBA Summer League Stats,Omer Yurtseven,MIA,3,30.8,20.0,8.0,16.7,.480,1.0,3.7,.273,3.0,3.7,.818,3.7,6.0,9.7,1.7,1.3,2.7,1.7,3.0
2021-2022 NBA NBA Summer League Stats,Bones Hyland,DEN,4,28.9,19.8,6.5,14.0,.464,3.5,8.8,.400,3.3,4.3,.765,0.5,2.8,3.3,4.8,0.8,0.8,3.3,2.5
2021-2022 NBA NBA Summer League Stats,Jalen Johnson,ATL,4,28.3,19.0,7.8,13.5,.574,1.3,3.0,.417,2.3,2.8,.818,1.0,8.5,9.5,2.0,0.8,1.3,3.8,2.5
2021-2022 NBA NBA Summer League Stats,Skylar Mays,ATL,4,28.7,18.8,6.3,13.5,.463,2.3,6.8,.333,4.0,4.0,1.000,0.3,2.3,2.5,3.8,1.5,0.3,1.5,2.8
2021-2022 NBA NBA Summer League Stats,Cade Cunningham,DET,3,27.7,18.7,7.0,16.3,.429,4.3,8.7,.500,0.3,0.7,.500,1.0,4.7,5.7,2.3,1.7,1.3,4.0,3.7
2021-2022 NBA NBA Summer League Stats,Chris Duarte,IND,4,27.0,18.3,6.5,14.3,.456,3.5,7.3,.483,1.8,1.8,1.000,0.5,3.5,4.0,3.8,2.5,1.8,3.3,2.3
2021-2022 NBA NBA Summer League Stats,Oshae Brissett,IND,2,30.1,17.5,4.0,13.0,.308,1.0,6.5,.154,8.5,9.0,.944,1.5,5.0,6.5,3.0,0.5,0.5,1.5,2.5
2021-2022 NBA NBA Summer League Stats,Armoni Brooks,HOU,2,24.7,17.5,6.0,13.5,.444,4.5,10.5,.429,1.0,1.5,.667,1.5,2.5,4.0,1.5,1.0,0.0,1.0,2.5
2021-2022 NBA NBA Summer League Stats,"Paul Reed, Jr.",PHI,5,29.3,17.4,7.0,12.6,.556,0.6,1.6,.375,2.8,3.4,.824,4.6,7.4,12.0,2.2,2.6,2.2,1.6,4.4
2021-2022 NBA NBA Summer League Stats,Aaron Nesmith,BOS,5,26.7,17.4,7.0,14.0,.500,2.6,7.2,.361,0.8,1.0,.800,1.0,5.2,6.2,1.8,0.8,0.6,2.6,2.4
2021-2022 NBA NBA Summer League Stats,Antonio Blakeney,POR,5,22.9,17.4,7.0,12.6,.556,1.6,4.4,.364,1.8,2.0,.900,0.6,3.2,3.8,0.4,0.2,0.2,1.6,0.8
2021-2022 NBA NBA Summer League Stats,Jonathan Kuminga,GSW,4,27.6,17.3,5.5,14.8,.373,1.3,4.5,.278,5.0,7.8,.645,0.8,5.5,6.3,2.0,1.5,0.8,2.8,3.5
2021-2022 NBA NBA Summer League Stats,Josh Christopher,HOU,5,27.2,16.8,6.0,15.6,.385,1.2,6.6,.182,3.6,4.6,.783,1.2,3.0,4.2,4.2,1.4,0.4,2.8,2.2
2021-2022 NBA NBA Summer League Stats,Payton Pritchard,BOS,4,29.0,16.8,5.5,11.5,.478,3.8,8.0,.469,2.0,2.3,.889,0.8,5.0,5.8,8.5,1.8,0.0,2.5,2.0
2021-2022 NBA NBA Summer League Stats,Malachi Flynn,TOR,4,28.7,16.8,6.0,14.8,.407,3.0,7.3,.414,1.8,2.3,.778,1.0,4.3,5.3,3.0,1.5,0.5,2.3,2.5
2021-2022 NBA NBA Summer League Stats,James Bouknight,CHA,4,28.8,16.8,6.8,15.0,.450,1.5,4.0,.375,1.8,2.5,.700,0.3,2.5,2.8,3.8,0.8,0.8,3.5,1.8
2021-2022 NBA NBA Summer League Stats,Precious Achiuwa,TOR,3,26.1,16.7,7.0,11.7,.600,0.7,1.3,.500,2.0,5.7,.353,3.7,3.7,7.3,0.7,1.0,1.3,1.0,1.7
2021-2022 NBA NBA Summer League Stats,Trey Murphy III,NOP,4,28.2,16.3,6.0,10.8,.558,2.8,6.3,.440,1.5,1.5,1.000,2.0,5.0,7.0,2.8,1.8,1.3,0.8,0.8
2021-2022 NBA NBA Summer League Stats,Jalen Smith,PHX,4,32.5,16.3,5.8,15.8,.365,2.5,7.0,.357,2.3,2.8,.818,5.0,7.5,12.5,0.5,1.3,0.0,2.5,2.0
2021-2022 NBA NBA Summer League Stats,Jaden McDaniels,MIN,4,29.4,16.3,6.3,12.8,.490,1.3,4.5,.278,2.5,2.5,1.000,1.3,5.3,6.5,2.3,1.3,1.0,2.0,4.0
2021-2022 NBA NBA Summer League Stats,Moses Moody,GSW,4,24.2,16.3,6.0,13.5,.444,2.5,6.8,.370,1.8,2.3,.778,0.5,2.3,2.8,1.0,1.3,0.5,2.0,2.0
2021-2022 NBA NBA Summer League Stats,Jahmi'us Ramsey,SAC,5,25.0,16.2,6.2,12.8,.484,1.6,5.6,.286,2.2,3.2,.688,0.4,2.2,2.6,1.2,1.4,0.0,1.0,0.6
2021-2022 NBA NBA Summer League Stats,Isaac Okoro,CLE,2,29.0,16.0,6.5,11.0,.591,1.0,3.5,.286,2.0,2.5,.800,1.5,2.5,4.0,2.5,0.5,0.5,3.0,2.5
2021-2022 NBA NBA Summer League Stats,Tyrell Terry,DAL,2,24.3,16.0,5.5,12.0,.458,2.0,4.0,.500,3.0,3.0,1.000,0.0,1.5,1.5,2.5,1.5,0.0,2.5,2.0
2021-2022 NBA NBA Summer League Stats,Trent Forrest,UTA,4,28.9,15.8,5.5,13.0,.423,0.8,2.3,.333,4.0,5.5,.727,1.5,4.8,6.3,6.8,1.8,0.8,3.0,0.5
2021-2022 NBA NBA Summer League Stats,Saben Lee,DET,5,24.6,15.6,4.6,10.6,.434,1.6,4.0,.400,4.8,6.6,.727,0.4,2.4,2.8,3.8,1.4,0.2,2.6,3.2
2021-2022 NBA NBA Summer League Stats,Scottie Barnes,TOR,4,27.3,15.5,5.3,12.8,.412,0.8,2.8,.273,4.3,5.8,.739,2.5,4.3,6.8,3.3,1.0,2.0,1.8,3.5
2021-2022 NBA NBA Summer League Stats,Quentin Grimes,NYK,6,32.8,15.3,5.3,12.8,.416,3.7,9.0,.407,1.0,1.5,.667,0.8,5.5,6.3,3.0,0.5,0.7,1.5,3.2
2021-2022 NBA NBA Summer League Stats,Jalen Suggs,ORL,3,21.8,15.3,5.7,13.7,.415,1.7,4.7,.357,2.3,3.0,.778,1.3,5.0,6.3,2.3,1.7,1.0,2.3,3.3
2021-2022 NBA NBA Summer League Stats,Miles McBride,NYK,6,27.7,15.2,5.5,10.3,.532,3.0,6.0,.500,1.2,1.3,.875,0.8,2.7,3.5,3.5,1.3,0.2,1.3,3.7
2021-2022 NBA NBA Summer League Stats,Luka Garza,DET,5,21.2,15.0,5.2,10.0,.520,1.6,4.0,.400,3.0,3.8,.789,3.8,5.8,9.6,1.8,0.4,1.0,1.6,3.4
2021-2022 NBA NBA Summer League Stats,Eugene Omoruyi,DAL,4,28.7,14.8,5.3,9.5,.553,0.5,4.0,.125,3.8,5.8,.652,1.8,3.5,5.3,1.3,0.5,0.8,1.5,4.3
2021-2022 NBA NBA Summer League Stats,Sharife Cooper,ATL,4,27.6,14.8,6.3,13.5,.463,1.3,3.8,.333,1.0,1.5,.667,0.0,1.5,1.5,7.3,0.5,0.0,5.0,3.3
2021-2022 NBA NBA Summer League Stats,Louis King,SAC,5,24.3,14.6,5.4,12.6,.429,2.8,6.2,.452,1.0,1.0,1.000,1.2,3.0,4.2,2.4,3.2,0.0,0.4,3.0
2021-2022 NBA NBA Summer League Stats,Lamar Stevens,CLE,5,28.1,14.6,5.8,12.8,.453,0.4,1.8,.222,2.6,3.6,.722,1.2,5.2,6.4,2.4,0.8,1.0,0.4,2.0
2021-2022 NBA NBA Summer League Stats,Alperen Sengun,HOU,4,25.0,14.5,4.8,11.0,.432,0.8,2.0,.375,4.3,7.0,.607,4.0,7.0,11.0,2.8,1.3,3.0,2.5,4.0
2021-2022 NBA NBA Summer League Stats,"Xavier Tillman, Sr.",MEM,2,30.3,14.5,5.0,11.0,.455,1.0,3.5,.286,3.5,6.5,.538,1.0,5.0,6.0,7.0,2.0,1.5,2.5,3.0
2021-2022 NBA NBA Summer League Stats,Killian Tillie,MEM,2,22.4,14.5,5.0,12.5,.400,3.5,7.0,.500,1.0,1.0,1.000,1.0,2.5,3.5,1.5,1.5,0.5,1.0,2.0
2021-2022 NBA NBA Summer League Stats,Joshua Primo,SAS,2,24.8,14.5,5.5,16.5,.333,2.5,8.0,.313,1.0,1.5,.667,0.5,3.0,3.5,2.5,1.0,1.5,2.0,4.0
2021-2022 NBA NBA Summer League Stats,Naji Marshall,NOP,5,27.3,14.2,5.2,12.8,.406,1.2,3.0,.400,2.6,3.6,.722,1.2,8.6,9.8,4.8,1.6,0.4,2.0,1.8
2021-2022 NBA NBA Summer League Stats,Carlik Jones,DAL,5,24.0,14.2,4.8,11.4,.421,0.6,1.2,.500,4.0,5.4,.741,0.4,2.6,3.0,3.6,1.0,0.2,2.4,1.0
2021-2022 NBA NBA Summer League Stats,Isaiah Joe,PHI,4,27.7,14.0,4.3,12.3,.347,3.8,10.0,.375,1.8,1.8,1.000,0.3,4.5,4.8,3.3,0.8,0.0,2.3,2.5
2021-2022 NBA NBA Summer League Stats,Elijah Hughes,UTA,4,29.9,14.0,4.3,10.3,.415,2.0,5.5,.364,3.5,4.8,.737,0.3,3.5,3.8,1.8,1.0,0.8,2.3,0.8
2021-2022 NBA NBA Summer League Stats,Carsen Edwards,BOS,5,27.4,13.8,5.2,15.0,.347,2.0,7.0,.286,1.4,1.6,.875,1.0,4.6,5.6,4.4,1.4,0.6,1.6,2.2
2021-2022 NBA NBA Summer League Stats,Udoka Azubuike,UTA,4,27.4,13.8,5.5,6.5,.846,0.0,0.0,.000,2.8,7.0,.393,4.8,4.0,8.8,0.8,1.3,2.5,0.8,1.0
2021-2022 NBA NBA Summer League Stats,Saddiq Bey,DET,4,30.9,13.5,5.3,13.0,.404,1.5,6.3,.240,1.5,3.3,.462,1.3,7.5,8.8,3.5,1.8,0.5,1.8,2.3
2021-2022 NBA NBA Summer League Stats,DeVaughn Akoon-Purcell,ATL,5,27.9,13.4,5.6,12.0,.467,1.4,5.0,.280,0.8,1.0,.800,1.4,4.4,5.8,2.0,1.0,0.2,1.2,2.0
2021-2022 NBA NBA Summer League Stats,Jaylen Morris,SAS,5,22.6,13.2,5.2,9.0,.578,1.8,4.0,.450,1.0,1.2,.833,0.2,2.8,3.0,1.8,0.8,0.0,0.8,1.6
2021-2022 NBA NBA Summer League Stats,Trevelin Queen,LAL,5,19.0,13.2,4.8,10.0,.480,1.4,2.6,.538,2.2,2.6,.846,1.6,1.0,2.6,0.6,2.0,0.4,0.8,2.0
2021-2022 NBA NBA Summer League Stats,Nathan Knight,MIN,5,23.3,13.0,4.6,9.8,.469,0.2,2.4,.083,3.6,5.6,.643,2.8,2.8,5.6,3.2,0.8,0.8,1.6,4.2
2021-2022 NBA NBA Summer League Stats,"B.J. Boston, Jr.",LAC,5,24.0,13.0,5.2,11.8,.441,1.8,5.4,.333,0.8,2.0,.400,0.6,3.0,3.6,1.2,0.4,0.6,2.2,2.6
2021-2022 NBA NBA Summer League Stats,Frank Mason,PHI,3,27.9,13.0,5.7,13.0,.436,0.7,4.3,.154,1.0,3.7,.273,2.0,1.7,3.7,3.7,1.0,0.0,1.3,2.7
2021-2022 NBA NBA Summer League Stats,Ayo Dosunmu,CHI,5,26.1,12.6,5.0,11.8,.424,0.2,2.4,.083,2.4,3.0,.800,0.6,3.8,4.4,1.6,1.2,0.2,1.6,2.2
2021-2022 NBA NBA Summer League Stats,K.J. Martin,HOU,4,28.3,12.5,5.0,10.5,.476,1.3,4.0,.313,1.3,1.8,.714,1.3,2.5,3.8,1.5,1.3,1.3,1.8,3.0
2021-2022 NBA NBA Summer League Stats,Sean McDermott,MEM,4,24.1,12.5,4.8,8.8,.543,2.0,4.3,.471,1.0,2.3,.444,1.0,1.8,2.8,1.3,0.5,0.0,1.0,1.8
2021-2022 NBA NBA Summer League Stats,Ziaire Williams,MEM,4,27.2,12.5,4.8,12.5,.380,1.0,5.0,.200,2.0,3.8,.533,1.5,3.8,5.3,1.3,0.8,0.3,1.5,3.5
2021-2022 NBA NBA Summer League Stats,Devin Vassell,SAS,2,18.2,12.5,3.5,11.0,.318,1.5,4.0,.375,4.0,4.0,1.000,0.0,2.5,2.5,1.0,1.0,0.5,1.0,0.5
2021-2022 NBA NBA Summer League Stats,Justinian Jessup,GSW,5,27.3,12.4,4.8,11.2,.429,2.4,5.6,.429,0.4,0.4,1.000,1.0,2.2,3.2,1.4,0.8,0.4,1.0,1.4
2021-2022 NBA NBA Summer League Stats,Jeremiah Robinson-Earl,OKC,5,25.3,12.0,4.8,9.6,.500,1.2,3.6,.333,1.2,1.8,.667,3.2,4.2,7.4,1.8,1.4,0.8,1.8,2.6
2021-2022 NBA NBA Summer League Stats,Marko Simonovic,CHI,5,18.9,12.0,4.2,8.4,.500,0.0,1.6,.000,3.6,4.4,.818,1.8,2.6,4.4,2.0,1.4,0.4,1.8,2.0
2021-2022 NBA NBA Summer League Stats,Caleb Homesley,WAS,4,26.1,12.0,4.8,10.5,.452,1.5,5.0,.300,1.0,1.0,1.000,1.0,3.8,4.8,2.3,0.5,1.0,2.5,2.5
2021-2022 NBA NBA Summer League Stats,Eric Demers,SAS,1,19.3,12.0,4.0,11.0,.364,3.0,8.0,.375,1.0,1.0,1.000,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0
2021-2022 NBA NBA Summer League Stats,DeJon Jarreau,MIA,5,26.5,11.6,4.2,8.8,.477,0.8,2.2,.364,2.4,3.4,.706,1.0,5.6,6.6,5.8,1.4,0.0,2.6,2.8
2021-2022 NBA NBA Summer League Stats,Jay Scrubb,LAC,5,28.8,11.6,4.2,13.2,.318,1.6,5.4,.296,1.6,2.2,.727,1.0,5.6,6.6,2.4,1.0,1.0,2.4,1.6
2021-2022 NBA NBA Summer League Stats,Amir Coffey,LAC,5,27.0,11.6,3.8,11.4,.333,1.8,6.0,.300,2.2,3.2,.688,0.6,6.0,6.6,2.0,1.0,0.4,2.2,2.2
2021-2022 NBA NBA Summer League Stats,Alize Johnson,BRK,4,25.4,11.5,4.0,8.5,.471,0.3,1.3,.200,3.3,3.8,.867,4.0,6.8,10.8,2.0,0.3,0.3,1.5,2.0
2021-2022 NBA NBA Summer League Stats,Quinndary Weatherspoon,BRK,4,21.7,11.5,4.0,10.0,.400,0.3,1.5,.167,3.3,3.8,.867,0.5,2.0,2.5,2.5,1.8,0.3,4.8,2.5
2021-2022 NBA NBA Summer League Stats,Kyle Alexander,PHX,5,21.6,11.4,4.4,7.8,.564,0.2,0.4,.500,2.4,2.4,1.000,5.0,4.0,9.0,0.6,1.0,1.6,0.8,3.2
2021-2022 NBA NBA Summer League Stats,Michael Beasley,POR,5,22.7,11.4,4.4,10.0,.440,1.8,4.0,.450,0.8,1.0,.800,0.2,3.4,3.6,1.8,1.6,0.8,0.8,2.8
2021-2022 NBA NBA Summer League Stats,Devontae Cacok,LAL,5,21.7,11.4,4.2,9.0,.467,0.6,1.8,.333,2.4,3.8,.632,1.8,3.0,4.8,3.0,1.8,1.0,2.6,5.0
2021-2022 NBA NBA Summer League Stats,Gary Payton II,GSW,3,26.6,11.3,4.7,6.3,.737,1.7,2.0,.833,0.3,0.7,.500,0.0,7.0,7.0,3.7,2.3,0.0,2.0,2.0
2021-2022 NBA NBA Summer League Stats,Evan Mobley,CLE,3,28.9,11.3,5.0,14.3,.349,0.3,2.7,.125,1.0,2.0,.500,2.7,5.0,7.7,3.0,0.7,1.7,3.3,4.3
2021-2022 NBA NBA Summer League Stats,Sam Merrill,MEM,4,22.4,11.3,4.5,10.5,.429,2.0,5.8,.348,0.3,0.3,1.000,0.3,4.5,4.8,3.3,1.0,0.5,1.8,3.0
2021-2022 NBA NBA Summer League Stats,Matt Morgan,TOR,4,14.7,11.3,4.0,7.0,.571,2.3,4.5,.500,1.0,1.3,.800,0.0,1.0,1.0,2.5,0.3,0.0,0.8,1.5
2021-2022 NBA NBA Summer League Stats,Matt Ryan,CLE,4,17.0,11.3,4.0,9.0,.444,3.3,6.8,.481,0.0,0.0,.000,0.8,3.0,3.8,0.3,0.8,0.0,0.8,1.8
2021-2022 NBA NBA Summer League Stats,Mason Jones,WAS,4,18.9,11.3,3.3,7.0,.464,1.0,3.0,.333,3.8,4.3,.882,0.3,3.5,3.8,2.5,1.8,0.5,4.0,3.0
2021-2022 NBA NBA Summer League Stats,Sandro Mamukelashvili,MIL,5,26.5,11.2,3.8,9.0,.422,0.6,2.4,.250,3.0,3.6,.833,3.6,5.0,8.6,2.2,1.4,0.6,2.4,1.2
2021-2022 NBA NBA Summer League Stats,Aaron Wiggins,OKC,5,23.8,11.2,4.6,10.8,.426,0.8,4.0,.200,1.2,1.8,.667,0.8,4.0,4.8,2.4,1.2,0.2,2.4,1.2
2021-2022 NBA NBA Summer League Stats,Caleb Agada,DEN,5,19.6,11.2,4.2,10.2,.412,2.4,5.4,.444,0.4,0.4,1.000,0.6,2.8,3.4,2.4,2.2,0.0,2.2,3.0
2021-2022 NBA NBA Summer League Stats,Kyle Guy,GSW,5,20.7,11.2,3.4,9.6,.354,2.2,6.0,.367,2.2,2.6,.846,0.6,2.8,3.4,2.4,1.0,0.0,1.8,1.2
2021-2022 NBA NBA Summer League Stats,DaQuan Jeffries,SAS,5,25.9,11.2,4.0,8.6,.465,1.8,4.4,.409,1.4,2.2,.636,0.6,3.4,4.0,1.2,0.6,0.6,1.8,4.0
2021-2022 NBA NBA Summer League Stats,Jaden Springer,PHI,5,27.8,11.2,4.4,11.6,.379,0.4,3.0,.133,2.0,2.6,.769,0.8,1.8,2.6,2.6,1.0,0.6,1.8,1.6
2021-2022 NBA NBA Summer League Stats,Rob Edwards,OKC,5,17.5,11.2,3.6,10.0,.360,1.8,5.4,.333,2.2,2.6,.846,0.2,1.2,1.4,0.6,0.4,0.2,1.0,1.0
2021-2022 NBA NBA Summer League Stats,Ty-Shon Alexander,PHX,5,22.6,11.2,3.8,11.2,.339,1.2,4.6,.261,2.4,3.0,.800,0.0,1.8,1.8,1.8,0.4,0.0,1.6,0.8
2021-2022 NBA NBA Summer League Stats,Cassius Stanley,IND,5,19.5,11.0,3.8,7.0,.543,1.4,3.4,.412,2.0,3.0,.667,0.6,3.6,4.2,1.8,1.2,0.4,0.4,1.8
2021-2022 NBA NBA Summer League Stats,George King,POR,3,23.3,11.0,3.3,8.7,.385,2.3,5.3,.438,2.0,2.0,1.000,1.3,3.7,5.0,0.7,1.7,0.0,2.0,1.0
2021-2022 NBA NBA Summer League Stats,Romeo Langford,BOS,3,25.7,11.0,3.7,8.3,.440,1.7,4.3,.385,2.0,3.0,.667,0.7,2.7,3.3,2.0,0.0,0.3,2.3,3.0
2021-2022 NBA NBA Summer League Stats,"Kira Lewis, Jr.",NOP,5,26.2,10.8,4.0,9.8,.408,1.0,3.6,.278,1.8,1.8,1.000,0.4,2.2,2.6,5.8,1.4,0.4,2.2,1.6
2021-2022 NBA NBA Summer League Stats,Trevon Bluiett,CLE,5,22.5,10.8,3.6,8.2,.439,2.8,6.4,.438,0.8,0.8,1.000,0.4,2.8,3.2,2.0,0.6,0.0,0.8,1.0
2021-2022 NBA NBA Summer League Stats,Davion Mitchell,SAC,5,24.8,10.8,4.4,10.4,.423,1.6,3.4,.471,0.4,1.4,.286,0.4,1.0,1.4,5.8,1.0,0.2,1.4,2.4
2021-2022 NBA NBA Summer League Stats,Daniel Oturu,LAC,4,25.0,10.8,4.3,8.0,.531,0.0,0.5,.000,2.3,3.3,.692,4.8,5.0,9.8,1.5,0.3,3.3,2.5,5.8
2021-2022 NBA NBA Summer League Stats,Olivier Sarr,MEM,4,16.2,10.8,4.0,5.8,.696,0.0,0.3,.000,2.8,3.8,.733,3.3,3.8,7.0,1.5,0.3,0.3,1.8,3.0
2021-2022 NBA NBA Summer League Stats,Davon Reed,DEN,4,25.4,10.8,4.0,7.5,.533,2.3,4.0,.563,0.5,0.8,.667,1.3,1.8,3.0,1.5,1.5,0.5,1.5,2.3
2021-2022 NBA NBA Summer League Stats,Jarrell Brantley,UTA,4,27.5,10.8,4.0,12.5,.320,2.0,7.3,.276,0.8,1.3,.600,1.8,4.8,6.5,2.0,0.8,1.0,2.5,4.5
2021-2022 NBA NBA Summer League Stats,Brodric Thomas,CLE,5,25.7,10.6,3.6,11.2,.321,1.2,4.8,.250,2.2,2.8,.786,1.6,2.6,4.2,2.2,1.4,0.6,1.0,3.2
2021-2022 NBA NBA Summer League Stats,Robert Franks,DAL,5,27.2,10.6,3.4,10.4,.327,1.6,5.4,.296,2.2,2.2,1.000,1.2,3.4,4.6,1.4,0.2,1.0,1.4,3.2
2021-2022 NBA NBA Summer League Stats,Brandon Randolph,MIL,4,20.9,10.5,3.5,8.3,.424,1.3,4.0,.313,2.3,2.5,.900,0.3,2.3,2.5,1.0,0.8,0.5,2.0,3.0
2021-2022 NBA NBA Summer League Stats,Tyler Cook,DET,2,18.4,10.5,3.5,6.0,.583,0.0,0.0,.000,3.5,4.5,.778,2.5,3.0,5.5,0.5,0.0,1.0,2.0,1.0
2021-2022 NBA NBA Summer League Stats,Georgios Kalaitzakis,MIL,2,18.5,10.5,3.0,6.0,.500,0.0,1.5,.000,4.5,5.5,.818,0.5,0.0,0.5,5.0,1.5,0.0,2.5,3.5
2021-2022 NBA NBA Summer League Stats,Justin Jaworski,ATL,2,15.9,10.5,3.0,6.0,.500,2.5,4.5,.556,2.0,2.0,1.000,0.0,1.5,1.5,0.5,0.5,0.0,1.0,2.5
2021-2022 NBA NBA Summer League Stats,Joe Wieskamp,SAS,5,23.4,10.4,3.6,8.2,.439,1.6,5.2,.308,1.6,2.0,.800,1.2,4.4,5.6,1.8,0.6,0.6,1.0,1.6
2021-2022 NBA NBA Summer League Stats,MaCio Teague,UTA,5,20.7,10.4,4.4,9.0,.489,0.6,1.8,.333,1.0,1.4,.714,0.4,2.8,3.2,3.4,0.4,0.2,1.0,1.8
2021-2022 NBA NBA Summer League Stats,"Duane Washington, Jr.",IND,5,16.6,10.4,3.6,7.4,.486,2.2,4.6,.478,1.0,1.2,.833,0.4,0.6,1.0,1.0,0.6,0.0,1.0,0.6
2021-2022 NBA NBA Summer League Stats,JaQuori McLaughlin,GSW,5,24.2,10.2,3.6,9.4,.383,1.6,4.8,.333,1.4,2.0,.700,0.6,3.8,4.4,5.8,1.6,0.4,1.4,2.2
2021-2022 NBA NBA Summer League Stats,Emmanuel Mudiay,POR,5,23.0,10.2,4.4,9.0,.489,1.0,3.0,.333,0.4,0.4,1.000,0.6,2.2,2.8,7.2,0.6,0.2,2.2,1.6
2021-2022 NBA NBA Summer League Stats,Chimezie Metu,SAC,4,25.1,10.0,3.0,9.5,.316,1.3,4.8,.263,2.8,2.8,1.000,0.5,6.3,6.8,2.5,2.0,0.8,2.3,1.5
2021-2022 NBA NBA Summer League Stats,J.T. Thor,CHA,4,16.4,10.0,3.5,7.0,.500,0.5,2.0,.250,2.5,3.3,.769,2.3,2.8,5.0,0.8,1.0,1.0,1.0,1.5
2021-2022 NBA NBA Summer League Stats,Vic Law,LAL,4,22.7,10.0,4.3,10.8,.395,1.5,5.0,.300,0.0,0.0,.000,2.8,4.3,7.0,1.0,0.3,0.3,0.8,1.3
2021-2022 NBA NBA Summer League Stats,"Vernon Carey, Jr.",CHA,3,15.3,10.0,3.7,8.0,.458,0.0,0.7,.000,2.7,3.0,.889,1.7,2.3,4.0,0.3,0.3,0.7,2.0,0.7
2021-2022 NBA NBA Summer League Stats,Michael Frazier,PHX,5,21.5,10.0,3.0,8.6,.349,2.2,5.4,.407,1.8,2.2,.818,0.2,1.4,1.6,1.2,0.4,0.0,1.8,1.8
2021-2022 NBA NBA Summer League Stats,Shaq Buchanan,MEM,4,13.9,10.0,4.0,10.3,.390,1.0,4.5,.222,1.0,1.3,.800,0.3,1.0,1.3,0.5,0.8,0.3,0.5,1.5
2021-2022 NBA NBA Summer League Stats,Khyri Thomas,HOU,2,27.5,10.0,2.5,9.0,.278,2.0,5.5,.364,3.0,4.0,.750,1.0,2.5,3.5,3.5,0.5,0.0,2.5,2.5
2021-2022 NBA NBA Summer League Stats,Anthony Cowan,MEM,1,18.3,10.0,4.0,12.0,.333,0.0,5.0,.000,2.0,2.0,1.000,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0
2021-2022 NBA NBA Summer League Stats,Theo Maledon,OKC,5,28.7,9.8,3.0,9.0,.333,2.0,5.6,.357,1.8,2.0,.900,0.6,3.6,4.2,6.4,0.2,0.0,2.6,2.6
2021-2022 NBA NBA Summer League Stats,Kai Jones,CHA,5,28.1,9.8,3.6,9.0,.400,0.2,1.2,.167,2.4,2.8,.857,2.6,6.8,9.4,1.6,0.4,0.8,3.0,2.6
2021-2022 NBA NBA Summer League Stats,Jamorko Pickett,DET,5,22.8,9.8,3.6,6.6,.545,1.8,3.6,.500,0.8,0.8,1.000,0.6,3.2,3.8,0.6,0.0,0.4,1.0,1.2
