League,Player,Team,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS
2005-2006 NBA NBA Summer League Stats,Sebastian Telfair,POR,2,0,0,0,0,0,0,27,3,.412,2.0,0.4,0.6,3,3,.500,0.7,0.3,1.0
2005-2006 NBA NBA Summer League Stats,Chris Kaman,LAC,2,0,0,0,0,0,0,28,1,.320,0.0,0.1,0.4,2,3,.400,0.5,0.3,0.8
2005-2006 NBA NBA Summer League Stats,Josh Powell,DAL,2,0,0,0,0,0,0,19,0,.160,0.5,0.0,1.1,3,2,.600,0.4,0.3,0.7
2005-2006 NBA NBA Summer League Stats,Olumide Oyedeji,CLE,1,0,0,0,0,0,0,16,1,.144,1.0,0.3,0.6,6,0,1.000,0.7,0.4,1.1
2005-2006 NBA NBA Summer League Stats,Ike Diogu,GSW,1,0,0,0,0,0,0,37,1,.240,0.1,0.0,0.4,1,4,.200,0.9,0.0,0.9
2005-2006 NBA NBA Summer League Stats,Linas Kleiza,DEN,1,0,0,0,0,0,0,26,1,.225,0.5,0.4,0.5,3,3,.500,0.8,0.2,1.0
2005-2006 NBA NBA Summer League Stats,Ryan Gomes,BOS,1,0,0,0,0,0,0,16,0,.180,0.3,0.1,0.4,4,2,.667,0.8,0.4,1.1
2005-2006 NBA NBA Summer League Stats,Travis Diener,ORL,1,0,0,0,0,0,0,16,0,.228,4.0,0.6,0.5,3,2,.600,0.7,0.1,0.8
2005-2006 NBA NBA Summer League Stats,Travis Outlaw,POR,1,0,0,0,0,0,0,32,1,.303,0.6,0.4,0.5,3,3,.500,0.1,0.4,0.5
2005-2006 NBA NBA Summer League Stats,Maciej Lampe,NOP,1,0,0,0,0,0,0,15,1,.193,0.6,0.8,0.4,1,4,.200,0.4,0.1,0.6
2005-2006 NBA NBA Summer League Stats,Andray Blatche,WAS,1,0,0,0,0,1,0,13,1,.189,0.4,0.4,0.2,2,4,.333,-0.2,0.1,0.0
2005-2006 NBA NBA Summer League Stats,Channing Frye,NYK,1,0,0,0,0,0,0,16,0,.150,0.3,0.1,0.6,4,1,.800,0.5,0.1,0.6
2005-2006 NBA NBA Summer League Stats,Andris Biedrins,GSW,1,0,0,0,0,0,0,17,2,.113,0.2,0.1,0.7,1,4,.200,0.1,0.1,0.1
2005-2006 NBA NBA Summer League Stats,Kris Lang,POR,1,0,0,0,0,0,0,10,0,.127,0.7,0.3,0.3,3,3,.500,0.0,0.2,0.2
2005-2006 NBA NBA Summer League Stats,Nedzad Sinanovic,POR,1,0,0,0,0,0,0,10,1,.061,0.0,0.0,0.2,3,3,.500,0.0,0.2,0.2
2006-2007 NBA NBA Summer League Stats,James Singleton,LAC,5,0,0,0,0,0,0,23,0,.279,0.7,0.3,0.6,2,3,.400,0.6,0.4,1.0
2006-2007 NBA NBA Summer League Stats,David Lee,NYK,2,0,0,0,0,0,0,21,0,.245,0.9,1.0,0.5,4,1,.800,0.6,0.5,1.1
2006-2007 NBA NBA Summer League Stats,Brandon Hunter,CLE,2,0,0,0,0,0,0,18,0,.144,0.5,0.0,1.8,3,2,.600,0.1,0.3,0.4
2006-2007 NBA NBA Summer League Stats,Lou Amundson,SAC,2,0,0,0,0,0,0,16,0,.151,0.2,0.3,0.9,4,1,.800,0.2,0.4,0.6
2006-2007 NBA NBA Summer League Stats,Kris Humphries,TOR,2,0,0,0,0,0,0,19,0,.190,0.3,0.6,0.6,1,4,.200,0.0,0.2,0.2
2006-2007 NBA NBA Summer League Stats,John Lucas,HOU,1,0,0,0,0,0,0,26,0,.567,2.7,0.5,0.2,5,0,1.000,1.1,0.3,1.4
2006-2007 NBA NBA Summer League Stats,Rajon Rondo,BOS,1,0,0,0,0,0,0,14,0,.313,3.2,1.2,0.3,3,2,.600,0.5,0.2,0.8
2006-2007 NBA NBA Summer League Stats,Chuck Hayes,HOU,1,0,0,0,0,0,0,10,0,.120,0.7,0.1,0.7,5,0,1.000,0.3,0.4,0.7
2006-2007 NBA NBA Summer League Stats,Sharrod Ford,CLE,1,0,0,0,0,0,1,18,0,.174,0.1,0.2,0.8,3,2,.600,0.2,0.3,0.5
2006-2007 NBA NBA Summer League Stats,Al Jefferson,BOS,1,0,0,0,0,0,0,17,0,.141,0.7,0.4,0.6,3,2,.600,0.3,0.2,0.4
2006-2007 NBA NBA Summer League Stats,Kevin Martin,SAC,1,0,0,0,0,0,0,27,0,.231,0.4,0.1,1.3,3,1,.750,0.5,0.3,0.7
2006-2007 NBA NBA Summer League Stats,Pavel Podkolzin,DAL,1,0,0,0,0,0,0,20,0,.160,0.1,0.2,1.2,0,5,.000,0.2,0.1,0.2
2006-2007 NBA NBA Summer League Stats,Boniface Ndong,LAC,1,0,0,0,0,0,0,14,0,.209,0.8,0.3,0.4,2,3,.400,0.0,0.2,0.3
2006-2007 NBA NBA Summer League Stats,Andray Blatche,WAS,1,0,0,0,0,0,0,20,0,.278,0.2,0.2,0.4,0,5,.000,-0.2,0.3,0.1
2006-2007 NBA NBA Summer League Stats,Kevinn Pinkney,POR,1,0,0,0,0,0,0,14,0,.193,3.7,0.0,0.1,3,1,.750,0.3,0.1,0.4
2006-2007 NBA NBA Summer League Stats,Brandon Bass,NOP,1,0,0,0,0,0,0,14,0,.101,0.5,0.3,1.1,1,2,.333,-0.2,0.1,-0.1
2006-2007 NBA NBA Summer League Stats,Hilton Armstrong,NOP,1,0,0,0,0,0,0,20,0,.146,0.1,0.0,0.5,1,3,.250,0.1,0.0,0.2
2006-2007 NBA NBA Summer League Stats,Andrea Bargnani,TOR,1,0,0,0,0,0,0,21,0,.198,0.2,0.1,0.5,1,4,.200,0.0,0.1,0.2
2007-2008 NBA NBA Summer League Stats,Jelani McCoy,DEN,3,0,0,0,0,0,1,14,0,.149,0.8,0.6,0.7,3,2,.600,0.4,0.3,0.7
2007-2008 NBA NBA Summer League Stats,Justin Williams,SAC,3,0,0,0,0,0,0,17,0,.168,0.0,0.1,0.6,3,2,.600,-0.2,0.5,0.3
2007-2008 NBA NBA Summer League Stats,Randolph Morris,NYK,2,0,0,0,0,0,0,16,0,.115,0.1,0.2,1.0,4,0,1.000,0.2,0.2,0.4
2007-2008 NBA NBA Summer League Stats,Thaddeus Young,PHI,2,0,0,0,0,0,0,20,0,.197,0.3,0.5,0.1,3,2,.600,0.1,0.1,0.2
2007-2008 NBA NBA Summer League Stats,Paul Davis,LAC,2,0,0,0,0,0,0,18,0,.180,0.2,0.2,0.5,2,3,.400,0.0,0.2,0.2
2007-2008 NBA NBA Summer League Stats,Renaldo Balkman,NYK,1,0,0,0,0,1,0,19,0,.198,0.8,0.8,1.0,4,0,1.000,0.3,0.3,0.7
2007-2008 NBA NBA Summer League Stats,Rudy Gay,MEM,1,0,0,0,0,0,0,26,0,.265,1.0,0.8,0.5,2,3,.400,0.4,0.2,0.7
2007-2008 NBA NBA Summer League Stats,Nate Robinson,NYK,1,0,0,0,0,0,0,24,0,.351,1.6,0.3,0.7,4,0,1.000,0.7,0.2,0.8
2007-2008 NBA NBA Summer League Stats,Mike Harris,HOU,1,0,0,0,0,0,0,17,0,.167,0.4,0.0,0.7,4,1,.800,0.7,0.2,0.8
2007-2008 NBA NBA Summer League Stats,Wilson Chandler,NYK,1,0,0,0,0,0,0,17,0,.221,1.4,0.6,0.3,4,0,1.000,0.4,0.2,0.6
2007-2008 NBA NBA Summer League Stats,Corey Brewer,MIN,1,0,0,0,0,0,0,18,0,.212,0.8,0.2,0.4,4,1,.800,-0.2,0.3,0.2
2007-2008 NBA NBA Summer League Stats,Jordan Farmar,LAL,1,0,0,0,0,0,0,18,0,.262,1.7,0.5,0.6,2,3,.400,0.3,0.1,0.4
2007-2008 NBA NBA Summer League Stats,Lou Amundson,PHI,1,0,0,0,0,0,0,16,0,.108,0.3,0.1,1.0,2,2,.500,0.2,0.1,0.3
2007-2008 NBA NBA Summer League Stats,Julian Wright,NOP,1,0,0,0,0,0,0,14,0,.153,0.7,0.1,0.2,0,5,.000,0.0,0.0,0.0
2007-2008 NBA NBA Summer League Stats,Oleksiy Pecherov,WAS,1,0,0,0,0,0,0,26,0,.228,0.0,0.0,0.3,1,3,.250,0.2,0.2,0.4
2007-2008 NBA NBA Summer League Stats,Cheickh Samb,DET,1,0,0,0,0,0,0,12,0,.097,0.0,0.1,0.3,4,1,.800,0.2,0.1,0.3
2007-2008 NBA NBA Summer League Stats,Hilton Armstrong,NOP,1,0,0,0,0,0,0,24,0,.189,0.2,0.2,0.7,0,4,.000,0.1,0.0,0.1
2007-2008 NBA NBA Summer League Stats,Jason Smith,PHI,1,0,0,0,0,0,0,12,0,.138,0.3,0.2,0.3,3,2,.600,0.0,0.1,0.1
2007-2008 NBA NBA Summer League Stats,Al Thornton,LAC,1,0,0,0,0,0,0,24,0,.230,0.2,0.0,0.5,2,3,.400,-0.1,0.2,0.1
2007-2008 NBA NBA Summer League Stats,LaMarcus Aldridge,POR,1,0,0,0,0,0,0,16,0,.286,0.3,0.0,0.3,0,1,.000,0.1,0.1,0.2
2007-2008 NBA NBA Summer League Stats,Amir Johnson,DET,1,0,0,0,0,0,0,17,0,.250,0.2,0.2,0.4,1,0,1.000,0.1,0.1,0.1
2007-2008 NBA NBA Summer League Stats,Pops Mensah-Bonsu,DAL,1,0,0,0,0,0,0,12,0,.111,0.0,0.2,0.6,3,0,1.000,-0.2,0.2,-0.1
2008-2009 NBA NBA Summer League Stats,Kevin Love,MIN,3,0,0,0,0,0,0,26,0,.283,0.6,0.1,0.4,1,3,.250,0.5,0.1,0.5
2008-2009 NBA NBA Summer League Stats,Marreese Speights,PHI,3,0,0,0,0,0,0,24,0,.240,0.1,0.1,0.5,3,2,.600,0.4,0.3,0.7
2008-2009 NBA NBA Summer League Stats,Elton Brown,DEN,3,0,0,0,0,0,0,21,0,.185,0.1,0.1,0.5,4,1,.800,0.5,0.2,0.7
2008-2009 NBA NBA Summer League Stats,Jason Smith,PHI,2,0,0,0,0,0,0,24,0,.192,0.1,0.2,0.6,3,2,.600,0.4,0.3,0.6
2008-2009 NBA NBA Summer League Stats,James Gist,SAS,2,0,0,0,0,0,0,14,0,.228,0.5,0.5,0.2,1,2,.333,0.4,0.1,0.5
2008-2009 NBA NBA Summer League Stats,Bobby Brown,NOP,1,0,0,0,0,0,0,20,0,.443,2.9,0.2,0.2,4,2,.667,0.6,0.2,0.8
2008-2009 NBA NBA Summer League Stats,Wilson Chandler,NYK,1,0,0,0,0,0,0,31,0,.267,0.6,0.4,0.2,2,3,.400,0.2,0.1,0.3
2008-2009 NBA NBA Summer League Stats,Dominic McGuire,WAS,1,0,0,0,0,0,0,18,0,.241,0.7,0.2,0.4,2,3,.400,0.3,0.2,0.5
2008-2009 NBA NBA Summer League Stats,Charles Rhodes,DAL,1,0,0,0,0,0,0,13,0,.193,0.8,0.3,0.6,3,2,.600,0.5,0.2,0.7
2008-2009 NBA NBA Summer League Stats,Shelden Williams,SAC,1,0,0,0,0,0,0,20,0,.204,0.4,0.1,0.8,3,1,.750,0.4,0.2,0.5
2008-2009 NBA NBA Summer League Stats,Jason Thompson,SAC,1,0,0,0,0,0,0,21,0,.200,0.2,0.1,0.9,3,2,.600,0.3,0.2,0.5
2008-2009 NBA NBA Summer League Stats,Anthony Randolph,GSW,1,0,0,0,0,0,0,30,0,.237,0.2,0.2,0.5,3,1,.750,0.3,0.2,0.5
2008-2009 NBA NBA Summer League Stats,J.J. Hickson,CLE,1,0,0,0,0,0,0,26,0,.262,0.0,0.0,0.5,0,4,.000,0.3,0.0,0.3
2008-2009 NBA NBA Summer League Stats,Aaron Brooks,HOU,1,0,0,0,0,0,0,25,0,.408,4.0,0.5,0.4,1,2,.333,0.5,0.0,0.5
2008-2009 NBA NBA Summer League Stats,Spencer Hawes,SAC,1,0,0,0,0,0,0,23,1,.289,0.4,0.0,0.4,3,2,.600,-0.1,0.2,0.1
2008-2009 NBA NBA Summer League Stats,Luc Mbah a Moute,MIL,1,0,0,0,0,0,0,13,0,.148,0.4,0.4,0.5,4,1,.800,0.1,0.3,0.4
2008-2009 NBA NBA Summer League Stats,Bernard Robinson,POR,1,0,0,0,0,0,0,11,0,.128,1.1,0.3,0.7,3,2,.600,0.2,0.3,0.5
2008-2009 NBA NBA Summer League Stats,C.J. Giles,TOR,1,0,0,0,0,0,0,13,0,.170,0.8,0.4,0.5,0,3,.000,0.2,0.1,0.3
2008-2009 NBA NBA Summer League Stats,DeAndre Jordan,LAC,1,0,0,0,0,0,0,15,0,.160,0.4,0.0,0.6,1,3,.250,0.1,0.2,0.3
2008-2009 NBA NBA Summer League Stats,Marcus E. Williams,LAC,1,0,0,0,0,0,0,24,0,.120,0.8,1.0,0.7,1,3,.250,0.2,0.2,0.4
2008-2009 NBA NBA Summer League Stats,Mike Harris,HOU,1,0,0,0,0,0,0,16,0,.223,0.5,0.0,0.2,1,2,.333,0.1,0.0,0.2
2008-2009 NBA NBA Summer League Stats,Joey Dorsey,HOU,1,0,0,0,0,0,0,22,1,.152,0.0,0.0,0.2,0,2,.000,0.2,0.0,0.2
2008-2009 NBA NBA Summer League Stats,Ian Mahinmi,SAS,1,0,0,0,0,0,0,14,0,.130,0.2,0.4,0.7,1,1,.500,0.0,0.2,0.2
2009-2010 NBA NBA Summer League Stats,Anthony Randolph,GSW,3,0,1,0,0,0,1,42,0,.367,0.4,0.8,0.6,3,1,.750,0.8,0.5,1.3
2009-2010 NBA NBA Summer League Stats,Blake Griffin,LAC,3,0,0,0,0,0,0,27,1,.414,0.8,0.2,0.5,2,3,.400,0.1,0.3,0.4
2009-2010 NBA NBA Summer League Stats,Austin Daye,DET,3,0,0,0,0,0,0,27,1,.239,0.3,0.4,0.3,4,1,.800,0.2,0.2,0.4
2009-2010 NBA NBA Summer League Stats,Joey Dorsey,HOU,2,0,0,1,0,0,0,13,0,.224,0.9,0.3,0.8,5,0,1.000,0.3,0.6,0.9
2009-2010 NBA NBA Summer League Stats,Nik Caner-Medley,LAC,2,0,0,0,0,0,0,15,0,.173,0.5,0.5,0.5,2,3,.400,0.4,0.3,0.6
2009-2010 NBA NBA Summer League Stats,Andray Blatche,WAS,2,0,0,0,0,0,0,27,0,.356,0.9,0.6,0.4,1,2,.333,0.2,0.1,0.4
2009-2010 NBA NBA Summer League Stats,Ben McCauley,LAL,2,0,0,0,0,0,0,24,0,.184,0.3,0.6,0.1,3,2,.600,0.3,0.1,0.4
2009-2010 NBA NBA Summer League Stats,DeAndre Jordan,LAC,2,0,0,0,0,0,0,21,2,.180,0.0,0.1,0.7,2,3,.400,0.1,0.2,0.3
2009-2010 NBA NBA Summer League Stats,Jason Thompson,SAC,2,0,0,0,0,0,0,31,0,.298,0.6,0.1,0.6,1,4,.200,0.4,0.0,0.4
2009-2010 NBA NBA Summer League Stats,DeJuan Blair,SAS,2,0,0,0,0,0,0,20,0,.205,0.0,0.4,0.5,2,1,.667,0.4,0.1,0.5
2009-2010 NBA NBA Summer League Stats,Brandon Jennings,MIL,1,0,0,0,0,2,0,23,0,.449,2.0,0.9,0.3,4,1,.800,0.1,0.5,0.6
2009-2010 NBA NBA Summer League Stats,Tyreke Evans,SAC,1,0,0,0,0,0,0,33,0,.340,1.0,0.2,0.8,1,4,.200,0.4,0.1,0.5
2009-2010 NBA NBA Summer League Stats,Jonny Flynn,MIN,1,0,0,0,0,0,0,24,0,.396,1.4,0.2,0.4,1,4,.200,0.4,-0.1,0.3
2009-2010 NBA NBA Summer League Stats,Patrick O'Bryant,TOR,1,0,0,0,0,0,0,15,0,.194,0.9,0.5,0.3,3,2,.600,0.3,0.2,0.5
2009-2010 NBA NBA Summer League Stats,Robin Lopez,PHX,1,0,0,0,0,0,0,24,0,.160,0.4,0.7,0.6,3,2,.600,0.3,0.3,0.6
2009-2010 NBA NBA Summer League Stats,Jeff Ayres,POR,1,0,0,0,0,0,0,14,1,.154,0.3,0.4,0.4,1,4,.200,0.4,0.1,0.5
2009-2010 NBA NBA Summer League Stats,Anthony Tolliver,NOP,1,0,0,0,0,0,0,20,0,.149,1.0,0.6,0.4,1,4,.200,0.4,-0.1,0.3
2009-2010 NBA NBA Summer League Stats,C.J. Giles,DEN,1,0,0,0,0,0,1,13,0,.103,0.5,0.8,0.3,4,1,.800,0.2,0.2,0.5
2009-2010 NBA NBA Summer League Stats,Ian Mahinmi,SAS,1,0,0,0,0,0,0,15,0,.103,0.1,0.2,1.1,3,2,.600,0.5,0.2,0.6
2009-2010 NBA NBA Summer League Stats,Jonas Jerebko,DET,1,0,0,0,0,0,0,19,0,.174,0.6,1.0,0.6,4,1,.800,0.2,0.2,0.4
2009-2010 NBA NBA Summer League Stats,Kurt Looby,SEL,1,0,0,0,0,0,0,10,0,.060,0.3,0.7,0.6,3,2,.600,0.2,0.1,0.3
2009-2010 NBA NBA Summer League Stats,Oleksiy Pecherov,MIN,1,0,0,0,0,0,0,15,0,.104,0.0,0.3,0.2,1,4,.200,0.1,0.0,0.1
2009-2010 NBA NBA Summer League Stats,Darnell Jackson,CLE,1,0,0,0,0,0,0,14,0,.131,0.3,0.6,0.8,1,4,.200,0.1,0.2,0.3
2009-2010 NBA NBA Summer League Stats,Earl Clark,PHX,1,0,0,0,0,0,0,16,0,.168,0.3,0.3,0.3,2,2,.500,-0.1,0.2,0.1
2009-2010 NBA NBA Summer League Stats,Curtis Stinson,SEL,1,0,0,0,0,0,0,13,0,.217,0.8,0.3,0.1,3,2,.600,-0.3,0.1,-0.2
2009-2010 NBA NBA Summer League Stats,David Harrison,CLE,1,0,0,0,0,0,0,10,2,.062,0.0,0.1,1.6,1,4,.200,0.1,0.1,0.2
2009-2010 NBA NBA Summer League Stats,Sonny Weems,DEN,1,0,0,0,0,0,0,28,0,.206,0.3,0.3,0.3,4,1,.800,-0.4,0.2,-0.1
2009-2010 NBA NBA Summer League Stats,Taj Gibson,CHI,1,0,0,0,0,0,0,14,0,.211,0.3,0.3,0.4,0,2,.000,0.2,0.0,0.1
2010-2011 NBA NBA Summer League Stats,DeMarcus Cousins,SAC,4,0,0,0,0,0,0,22,1,.250,0.4,0.3,0.4,4,2,.667,-0.6,0.5,-0.1
2010-2011 NBA NBA Summer League Stats,Derrick Caracter,LAL,3,0,0,0,0,0,0,20,0,.295,0.3,0.1,0.4,0,5,.000,0.1,0.1,0.2
2010-2011 NBA NBA Summer League Stats,John Wall,WAS,2,0,0,0,0,1,0,31,0,.463,1.5,0.5,0.7,4,0,1.000,0.7,0.2,0.9
2010-2011 NBA NBA Summer League Stats,JaVale McGee,WAS,2,0,0,0,0,0,0,29,0,.268,0.0,0.2,0.5,4,0,1.000,0.6,0.2,0.8
2010-2011 NBA NBA Summer League Stats,Trent Plaisted,CHI,2,0,0,0,0,0,0,13,0,.150,0.4,0.0,0.5,1,4,.200,0.2,0.2,0.4
2010-2011 NBA NBA Summer League Stats,Deon Thompson,MIN,2,0,0,0,0,0,0,13,0,.215,0.5,0.4,0.3,1,4,.200,0.0,0.3,0.4
2010-2011 NBA NBA Summer League Stats,Hasheem Thabeet,MEM,1,0,0,0,0,0,1,21,1,.135,0.3,0.2,1.2,3,2,.600,0.4,0.4,0.8
2010-2011 NBA NBA Summer League Stats,Kyle Hines,NOP,1,0,0,0,0,0,0,15,0,.144,1.2,1.2,0.9,0,5,.000,0.3,0.1,0.4
2010-2011 NBA NBA Summer League Stats,Curtis Withers,SEL,1,0,0,0,0,0,0,19,0,.225,0.6,0.3,0.6,1,4,.200,0.4,0.0,0.4
2010-2011 NBA NBA Summer League Stats,Mike Gansey,SEL,1,0,0,0,0,0,0,17,0,.196,1.3,1.3,0.2,1,4,.200,0.7,-0.1,0.6
2010-2011 NBA NBA Summer League Stats,Curtis Withers,SEL,1,0,0,0,0,0,0,19,0,.133,0.6,0.3,0.6,3,5,.375,0.4,0.0,0.4
2010-2011 NBA NBA Summer League Stats,Patrick O'Bryant,MIN,1,0,0,0,0,0,0,16,0,.208,0.5,0.4,0.4,1,4,.200,0.1,0.4,0.5
2010-2011 NBA NBA Summer League Stats,Othello Hunter,DEN,1,0,0,0,0,0,0,19,0,.159,0.0,0.2,0.6,4,1,.800,0.4,0.3,0.7
2010-2011 NBA NBA Summer League Stats,Jordan Hill,HOU,1,0,0,0,0,0,0,16,0,.185,0.4,0.3,0.6,3,2,.600,0.4,0.2,0.6
2010-2011 NBA NBA Summer League Stats,Greg Monroe,DET,1,0,0,0,0,0,0,27,0,.233,0.3,0.5,0.8,2,3,.400,0.2,0.1,0.3
2010-2011 NBA NBA Summer League Stats,Joey Dorsey,TOR,1,0,0,0,0,0,0,13,2,.106,1.0,0.2,0.8,4,0,1.000,0.3,0.2,0.5
2010-2011 NBA NBA Summer League Stats,Courtney Sims,LAL,1,0,0,0,0,0,0,13,0,.129,0.5,0.4,0.7,0,5,.000,0.4,0.0,0.4
2010-2011 NBA NBA Summer League Stats,Jeff Adrien,MEM,1,0,0,0,0,0,0,10,0,.099,0.3,0.0,0.4,3,2,.600,-0.1,0.2,0.1
2010-2011 NBA NBA Summer League Stats,Gani Lawal,PHX,1,0,0,0,0,0,0,18,0,.200,0.1,0.2,0.7,1,4,.200,0.0,0.0,0.1
2010-2011 NBA NBA Summer League Stats,Kim Tillie,GSW,1,0,0,0,0,0,0,13,0,.145,0.3,0.9,0.5,3,2,.600,0.2,0.3,0.5
2010-2011 NBA NBA Summer League Stats,Mac Koshwal,DET,1,0,0,0,0,0,0,10,0,.090,0.6,0.6,1.2,2,3,.400,0.1,0.1,0.2
2010-2011 NBA NBA Summer League Stats,Andre Brown,GSW,1,0,0,0,0,0,0,15,0,.107,0.2,0.4,0.3,3,2,.600,0.0,0.2,0.3
2010-2011 NBA NBA Summer League Stats,Tasmin Mitchell,CLE,1,0,0,0,0,0,0,11,0,.096,0.8,1.5,0.4,3,2,.600,0.2,0.2,0.4
2010-2011 NBA NBA Summer League Stats,Darryl Watkins,SAS,1,0,0,0,0,0,0,10,0,.056,0.4,1.0,1.2,5,0,1.000,0.2,0.4,0.6
2010-2011 NBA NBA Summer League Stats,Craig Brackins,NOP,1,0,0,0,0,0,0,12,0,.136,0.3,0.3,0.3,0,5,.000,0.2,0.0,0.2
2010-2011 NBA NBA Summer League Stats,Darryl Watkins,SAS,1,0,0,0,0,0,0,10,0,.046,0.4,1.0,1.4,5,1,.833,0.2,0.3,0.5
2010-2011 NBA NBA Summer League Stats,Jeff Ayres,POR,1,0,0,0,0,0,0,11,2,.184,0.6,0.3,0.3,3,1,.750,-0.2,0.4,0.2
2010-2011 NBA NBA Summer League Stats,Earl Clark,PHX,1,0,0,0,0,0,0,18,0,.220,0.4,0.1,0.4,1,4,.200,-0.1,0.0,-0.2
2010-2011 NBA NBA Summer League Stats,DeAndre Jordan,LAC,1,0,0,0,0,0,1,12,0,.190,0.1,0.1,1.2,1,3,.250,-0.3,0.2,-0.1
2010-2011 NBA NBA Summer League Stats,David Monds,CLE,1,0,0,0,0,0,0,14,0,.089,0.3,0.3,0.6,2,2,.500,0.1,0.1,0.2
2010-2011 NBA NBA Summer League Stats,Sean Williams,MIL,1,0,0,0,0,0,0,16,0,.106,0.0,0.1,0.6,1,4,.200,0.0,0.1,0.1
2012-2013 NBA NBA Summer League Stats,Malcolm Thomas,CHI,4,0,0,0,0,0,0,21,0,.238,0.9,0.0,0.3,1,4,.200,0.5,0.1,0.6
2012-2013 NBA NBA Summer League Stats,Markieff Morris,PHX,2,0,0,0,0,0,1,25,2,.286,0.8,0.3,0.4,2,3,.400,0.6,0.1,0.8
2012-2013 NBA NBA Summer League Stats,Bernard James,DAL,2,0,0,0,0,0,1,13,0,.158,0.0,1.4,0.2,4,1,.800,0.4,0.5,0.9
2012-2013 NBA NBA Summer League Stats,Tobias Harris,MIL,2,0,0,0,0,0,0,24,0,.304,0.5,0.2,0.3,4,1,.800,0.5,0.3,0.8
2012-2013 NBA NBA Summer League Stats,Ed Davis,TOR,2,0,0,0,0,0,0,23,0,.200,0.3,0.0,0.8,2,3,.400,0.5,0.1,0.6
2012-2013 NBA NBA Summer League Stats,Eric Dawson,SAS,2,0,0,0,0,0,0,12,0,.140,1.0,0.8,0.1,2,3,.400,0.2,0.2,0.4
2012-2013 NBA NBA Summer League Stats,Royce White,HOU,2,0,0,0,0,0,0,15,1,.202,1.1,0.1,0.3,4,1,.800,0.0,0.2,0.2
2012-2013 NBA NBA Summer League Stats,Thomas Robinson,SAC,2,0,0,0,0,0,0,19,0,.248,0.6,0.2,0.6,2,3,.400,-0.5,0.1,-0.4
2012-2013 NBA NBA Summer League Stats,Shavlik Randolph,WAS,2,0,0,0,0,0,0,16,0,.096,0.0,0.0,0.3,3,1,.750,0.1,0.1,0.2
2012-2013 NBA NBA Summer League Stats,Terrence Jones,HOU,1,0,0,0,0,0,0,24,0,.236,1.4,0.2,0.4,4,1,.800,0.8,0.2,1.0
2012-2013 NBA NBA Summer League Stats,Kemba Walker,CHA,1,0,0,0,0,0,0,19,1,.318,5.8,1.8,0.5,4,1,.800,0.6,0.2,0.8
2012-2013 NBA NBA Summer League Stats,Keith Benson,ATL,1,0,0,0,0,0,0,20,0,.194,0.5,1.0,0.4,2,3,.400,0.5,0.2,0.7
2012-2013 NBA NBA Summer League Stats,Donatas Motiejunas,HOU,1,0,0,0,0,0,0,25,0,.217,0.4,0.4,0.3,3,1,.750,0.5,0.2,0.7
2012-2013 NBA NBA Summer League Stats,Lance Thomas,NOP,1,0,0,0,0,0,0,22,0,.218,1.0,0.7,0.6,1,4,.200,0.6,0.2,0.8
2012-2013 NBA NBA Summer League Stats,Tyler Zeller,CLE,1,0,0,0,0,0,0,19,0,.150,0.3,0.7,0.5,3,2,.600,0.6,0.3,0.8
2012-2013 NBA NBA Summer League Stats,Chris Singleton,WAS,1,0,0,0,0,0,0,20,1,.186,0.5,0.9,0.7,3,2,.600,0.2,0.4,0.5
2012-2013 NBA NBA Summer League Stats,Meyers Leonard,POR,1,0,0,0,0,0,0,14,0,.136,0.5,0.2,0.7,3,1,.750,0.4,0.0,0.5
2012-2013 NBA NBA Summer League Stats,Luke Babbitt,POR,1,0,0,0,0,0,0,19,0,.200,1.3,0.7,0.3,3,1,.750,0.4,0.0,0.4
2012-2013 NBA NBA Summer League Stats,Mike Harris,MIN,1,0,0,0,0,0,0,22,0,.164,1.0,0.1,0.4,4,1,.800,0.3,0.2,0.5
2012-2013 NBA NBA Summer League Stats,Andre Emmett,SEL,1,0,0,0,0,0,0,18,0,.225,1.3,0.7,0.5,2,3,.400,0.3,0.1,0.3
2012-2013 NBA NBA Summer League Stats,Denzel Bowles,NOP,1,0,0,0,0,0,0,18,0,.137,0.4,0.2,0.2,1,4,.200,0.2,0.1,0.3
2012-2013 NBA NBA Summer League Stats,Jared Sullinger,BOS,1,0,0,0,0,0,0,16,0,.126,0.2,0.6,0.6,2,3,.400,-0.1,0.2,0.2
2012-2013 NBA NBA Summer League Stats,Robert Sacre,LAL,1,0,0,0,0,0,0,14,0,.161,0.6,0.2,0.5,1,4,.200,0.1,-0.1,0.0
2012-2013 NBA NBA Summer League Stats,Kenneth Faried,DEN,1,0,0,0,0,0,1,16,0,.179,0.4,0.3,0.4,1,2,.333,0.0,0.1,0.0
2012-2013 NBA NBA Summer League Stats,Kendall Marshall,PHX,1,0,0,0,0,0,0,15,0,.325,2.0,0.5,0.1,1,3,.250,-0.2,-0.1,-0.2
2012-2013 NBA NBA Summer League Stats,Jarrid Famous,MIL,1,0,0,0,0,0,0,13,0,.104,0.2,0.0,0.4,3,1,.750,0.2,0.2,0.4
